device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds
DEV-0169,MDL-038,2026-03-20 13:33:18.594439,ORD-012610,819,FAB-C,AREA-1,SYS-ALPHA,3,5,17,10,3,10,5,1,5,3,1,2,2,17,1023
DEV-0100,SER-017,2026-03-07 02:07:42.403633,ORD-012611,177,FAB-A,,SYS-GAMMA,18,6,20,14,4,11,7,1,6,4,1,3,3,4,258
DEV-0068,,2026-03-26 10:19:44.496694,ORD-012612,289,FAB-A,AREA-2,SYS-BETA,1,5,10,12,2,4,5,1,2,3,2,4,4,6,361
DEV-0171,TYP-012,2026-03-28 07:36:47.391730,ORD-012613,346,FAB-A,AREA-3,SYS-BETA,40,4,15,8,1,5,2,2,7,3,1,3,3,5,340
DEV-0031,SER-030,2026-03-03 07:17:02.390171,ORD-012614,871,FAB-C,AREA-3,SYS-GAMMA,28,6,28,14,4,18,11,1,5,2,1,5,1,21,1288
DEV-0108,TYP-048,2026-03-30 10:08:34.581777,ORD-012615,288,FAB-A,AREA-2,SYS-ALPHA,21,4,25,14,1,13,6,2,7,5,1,5,3,4,261
DEV-0166,SER-002,2026-03-15 00:46:37.868580,ORD-012616,392,FAB-B,AREA-3,SYS-GAMMA,13,4,19,5,2,12,3,1,3,1,1,4,1,6,373
DEV-0054,,2026-03-18 20:12:29.746949,ORD-012617,147,FAB-A,AREA-3,SYS-ALPHA,11,3,19,14,1,13,9,1,3,4,1,3,1,1,71
DEV-0026,MDL-038,2026-03-19 02:06:52.582703,ORD-012618,3983,FAB-B,,SYS-BETA,1,3,20,8,1,12,3,1,5,2,1,3,3,49,2941
DEV-0146,EQP-050,2026-03-21 10:05:25.832568,ORD-012619,23,FAB-B,AREA-2,SYS-ALPHA,9,5,11,12,2,5,5,2,4,4,1,2,3,1,69
DEV-0078,MDL-039,2026-03-01 16:51:16.013028,ORD-012620,14,FAB-A,AREA-2,SYS-BETA,3,4,14,14,1,7,8,2,4,5,1,3,1,1,63
DEV-0052,SER-015,2026-03-10 16:08:59.539916,ORD-012621,239,FAB-A,AREA-1,SYS-GAMMA,4,5,20,9,3,15,5,1,2,1,1,3,3,4,244
DEV-0029,TYP-041,2026-03-26 15:22:59.535253,ORD-012622,28,FAB-A,,SYS-GAMMA,2,5,26,14,1,16,7,2,5,3,2,5,4,1,62
DEV-0049,,2026-03-23 14:54:33.287668,ORD-012623,256,FAB-C,,SYS-ALPHA,5,3,21,8,1,14,3,1,3,2,1,4,3,3,185
DEV-0169,MDL-038,2026-03-09 06:55:32.214363,ORD-012624,1450,FAB-C,AREA-1,SYS-ALPHA,4,7,24,11,3,15,4,2,5,3,2,4,4,42,2524
DEV-0163,TYP-020,2026-03-19 21:16:08.522161,ORD-012625,27,FAB-B,,SYS-GAMMA,2,8,20,13,6,9,8,1,6,4,1,5,1,1,62
DEV-0138,SER-006,2026-03-26 14:31:45.061769,ORD-012626,4352,FAB-B,AREA-3,SYS-ALPHA,2,6,22,17,3,14,11,1,2,2,2,6,4,108,6482
DEV-0113,,2026-03-20 12:38:55.384442,ORD-012627,139,FAB-A,,SYS-ALPHA,17,5,24,10,1,13,6,2,7,2,2,4,2,2,137
DEV-0047,,2026-03-20 06:16:29.902314,ORD-012628,68,FAB-C,AREA-2,SYS-GAMMA,37,8,27,14,5,19,8,2,6,4,1,2,2,2,157
DEV-0153,MDL-032,2026-03-04 05:21:27.216778,ORD-012629,377,FAB-C,AREA-2,SYS-BETA,8,6,14,17,4,7,12,1,2,2,1,5,3,9,548
DEV-0106,SER-044,2026-03-19 23:43:06.464631,ORD-012630,1967,FAB-A,AREA-1,SYS-BETA,15,5,22,12,2,15,6,1,2,4,2,5,2,40,2415
DEV-0022,TYP-005,2026-03-10 05:21:15.605316,ORD-012631,267,FAB-A,AREA-3,SYS-ALPHA,9,6,25,18,4,17,12,1,5,4,1,3,2,6,369
DEV-0049,,2026-03-19 19:10:16.284834,ORD-012632,1653,FAB-C,,SYS-ALPHA,15,6,28,13,3,16,8,2,7,2,1,5,3,41,2475
DEV-0096,MDL-022,2026-03-15 23:36:47.173444,ORD-012633,314,FAB-A,AREA-3,SYS-GAMMA,24,6,27,10,3,15,6,2,7,3,1,5,1,7,444
DEV-0024,SER-030,2026-03-15 01:00:45.173643,ORD-012634,167,FAB-A,AREA-3,SYS-ALPHA,19,5,26,9,3,18,6,1,6,2,1,2,1,3,199
DEV-0109,,2026-03-27 21:05:29.998456,ORD-012635,292,FAB-A,,SYS-ALPHA,16,6,21,12,3,12,8,2,4,3,1,5,1,7,436
DEV-0081,EQP-043,2026-03-12 14:55:21.428702,ORD-012636,40,FAB-C,AREA-3,SYS-BETA,20,7,26,14,5,19,7,1,2,4,1,5,3,1,80
DEV-0046,EQP-034,2026-03-10 23:13:27.135004,ORD-012637,669,FAB-C,,SYS-ALPHA,12,4,17,9,2,10,6,1,4,2,1,3,1,11,672
DEV-0004,SER-029,2026-03-08 21:50:52.767918,ORD-012638,1144,FAB-C,AREA-3,SYS-ALPHA,10,6,29,13,4,19,9,1,6,3,1,4,1,28,1690
DEV-0033,,2026-03-14 20:56:30.072733,ORD-012639,1564,FAB-C,AREA-3,SYS-GAMMA,6,4,14,10,1,5,6,2,4,3,1,5,1,26,1566
DEV-0048,TYP-020,2026-03-14 20:03:22.513887,ORD-012640,242,FAB-B,AREA-3,SYS-BETA,48,7,28,15,5,20,9,1,6,4,1,2,2,7,468
DEV-0118,TYP-042,2026-03-17 00:59:26.822435,ORD-012641,12,FAB-C,,SYS-GAMMA,9,3,14,6,1,5,2,1,4,2,1,5,2,1,69
DEV-0107,EQP-050,2026-03-22 04:56:05.237086,ORD-012642,40,FAB-C,,SYS-GAMMA,322,4,20,6,1,14,2,2,3,2,1,3,2,1,114
DEV-0104,TYP-009,2026-03-08 09:15:48.652305,ORD-012643,1094,FAB-A,AREA-3,SYS-BETA,2,4,8,7,2,4,3,1,2,3,1,2,1,18,1082
DEV-0116,EQP-043,2026-03-18 19:26:34.504580,ORD-012644,1923,FAB-A,,SYS-BETA,1,4,20,8,1,11,2,1,4,3,2,5,3,32,1921
DEV-0044,EQP-050,2026-03-09 13:04:33.129007,ORD-012645,1914,FAB-A,AREA-2,SYS-GAMMA,5,5,18,10,2,12,4,2,3,3,1,3,3,39,2345
DEV-0011,TYP-040,2026-03-04 12:05:06.928489,ORD-012646,108,FAB-B,AREA-2,SYS-GAMMA,7,7,13,16,5,7,12,1,4,1,1,2,3,3,187
DEV-0182,TYP-020,2026-03-18 07:50:31.264883,ORD-012647,168,FAB-A,AREA-1,SYS-BETA,33,5,15,13,2,6,7,2,4,4,1,5,2,3,213
DEV-0103,MDL-003,2026-03-16 05:53:25.163119,ORD-012648,357,FAB-B,AREA-2,SYS-BETA,6,3,15,5,1,5,2,1,5,1,1,5,2,4,246
DEV-0141,MDL-003,2026-03-28 21:18:57.980211,ORD-012649,14,FAB-A,,SYS-GAMMA,7,3,21,7,1,11,5,1,5,1,1,5,1,1,67
DEV-0146,EQP-050,2026-03-23 23:00:54.005403,ORD-012650,761,FAB-B,AREA-2,SYS-ALPHA,2,5,16,11,3,9,6,1,5,3,1,2,2,15,902
DEV-0077,SER-033,2026-03-30 06:04:56.579755,ORD-012651,688,FAB-A,AREA-2,SYS-ALPHA,1090,3,16,10,1,10,6,1,2,2,1,4,2,8,1570
DEV-0139,,2026-03-20 13:19:59.213816,ORD-012652,45,FAB-A,AREA-3,SYS-ALPHA,13,6,21,10,3,14,4,1,2,3,2,5,3,1,73
DEV-0187,,2026-03-13 21:38:22.345118,ORD-012653,227,FAB-A,AREA-3,SYS-GAMMA,1,4,22,11,2,11,6,1,6,2,1,5,3,3,181
DEV-0130,EQP-027,2026-03-08 17:06:43.201259,ORD-012654,52,FAB-B,,SYS-GAMMA,1,4,12,8,1,4,5,1,4,1,2,4,2,1,61
DEV-0004,SER-029,2026-03-01 13:08:02.601251,ORD-012655,169,FAB-C,AREA-3,SYS-ALPHA,6,3,16,11,1,6,5,1,6,4,1,4,2,2,126
DEV-0188,EQP-028,2026-03-12 00:20:16.791976,ORD-012656,458,FAB-C,AREA-3,SYS-ALPHA,22,3,24,15,1,16,9,1,6,4,1,2,2,5,322
DEV-0130,EQP-027,2026-03-12 21:24:16.700510,ORD-012657,12,FAB-B,,SYS-GAMMA,4,8,17,12,4,6,6,2,7,2,2,4,4,1,64
DEV-0063,MDL-016,2026-03-09 11:51:05.911774,ORD-012658,2918,FAB-A,AREA-2,SYS-GAMMA,9,5,16,9,2,9,4,2,4,2,1,3,3,60,3609
DEV-0148,MDL-036,2026-03-20 15:14:31.695451,ORD-012659,2952,FAB-A,AREA-1,SYS-BETA,6,4,11,7,2,4,3,1,2,3,1,5,1,49,2946
DEV-0076,MDL-031,2026-03-03 14:11:16.322839,ORD-012660,642,FAB-C,AREA-2,SYS-ALPHA,1,4,15,13,1,6,8,2,6,4,1,3,1,10,601
DEV-0067,TYP-042,2026-03-21 14:35:36.800544,ORD-012661,398,FAB-C,AREA-1,SYS-ALPHA,1,4,18,13,2,8,10,1,6,2,1,4,1,6,361
DEV-0160,TYP-004,2026-03-17 05:21:15.932363,ORD-012662,153,FAB-A,,SYS-BETA,9,4,9,9,1,3,5,2,3,3,1,3,1,2,129
DEV-0089,SER-024,2026-03-14 14:49:04.124672,ORD-012663,18,FAB-B,AREA-2,SYS-BETA,78,3,13,7,1,3,2,1,6,4,1,4,1,1,138
DEV-0102,TYP-005,2026-03-11 17:40:06.732605,ORD-012664,1213,FAB-C,AREA-2,SYS-GAMMA,33,5,16,10,3,7,8,1,6,1,1,3,1,25,1533
DEV-0060,EQP-028,2026-03-23 07:50:41.507981,ORD-012665,24,FAB-B,,SYS-GAMMA,19,8,21,14,5,11,8,2,5,4,1,5,2,1,79
DEV-0195,EQP-028,2026-03-19 06:11:07.878283,ORD-012666,91,FAB-C,AREA-3,SYS-BETA,6,7,26,18,4,17,11,2,7,5,1,2,2,2,126
DEV-0080,MDL-039,2026-03-16 20:51:38.115297,ORD-012667,255,FAB-A,AREA-1,SYS-BETA,17,4,15,9,1,9,4,2,3,2,1,3,3,4,257
DEV-0077,SER-033,2026-03-16 23:26:53.359077,ORD-012668,110,FAB-A,AREA-2,SYS-ALPHA,12,3,13,13,1,8,8,1,2,3,1,3,2,1,72
DEV-0150,TYP-040,2026-03-29 01:26:26.374020,ORD-012669,50,FAB-C,,SYS-GAMMA,7,5,24,13,2,17,9,2,3,2,1,4,2,1,67
DEV-0068,,2026-03-01 21:02:19.439387,ORD-012670,49,FAB-A,AREA-2,SYS-BETA,16,7,26,16,4,18,11,2,4,2,1,4,3,1,76
DEV-0084,TYP-042,2026-03-08 05:14:12.810761,ORD-012671,29,FAB-B,,SYS-BETA,49,7,22,13,4,15,7,2,5,4,1,2,2,1,109
DEV-0118,TYP-042,2026-03-11 11:50:37.109228,ORD-012672,86,FAB-C,,SYS-GAMMA,6,5,20,7,2,11,4,1,5,1,2,4,2,1,66
DEV-0062,EQP-026,2026-03-16 02:28:50.962385,ORD-012673,1301,FAB-C,AREA-3,SYS-ALPHA,56,12,22,18,10,15,14,1,2,3,1,5,1,65,3956
DEV-0062,EQP-026,2026-03-26 16:09:38.412906,ORD-012674,3531,FAB-C,AREA-3,SYS-ALPHA,33,22,29,28,20,23,23,1,4,4,1,2,1,323,19413
DEV-0052,SER-015,2026-03-15 14:25:00.530663,ORD-012675,1851,FAB-A,AREA-1,SYS-GAMMA,21,5,16,12,2,9,6,2,4,3,1,3,3,38,2301
DEV-0010,SER-006,2026-03-11 04:15:42.188450,ORD-012676,536,FAB-C,AREA-3,SYS-GAMMA,2,3,23,9,1,12,2,1,6,4,1,5,3,6,362
DEV-0029,TYP-041,2026-03-04 21:11:30.506095,ORD-012677,289,FAB-A,,SYS-GAMMA,1,7,26,10,4,17,5,2,4,4,1,5,1,8,481
DEV-0150,TYP-040,2026-03-25 08:03:12.130396,ORD-012678,4734,FAB-C,,SYS-GAMMA,4,4,22,11,2,14,5,1,6,4,1,2,2,78,4684
DEV-0080,MDL-039,2026-03-08 07:44:50.997615,ORD-012679,51,FAB-A,AREA-1,SYS-BETA,35,3,22,8,1,14,4,1,6,1,1,2,3,1,95
DEV-0158,TYP-014,2026-03-25 17:17:28.882389,ORD-012680,153,FAB-A,,SYS-BETA,15,3,19,7,1,13,3,1,3,3,1,3,1,1,75
DEV-0188,EQP-028,2026-03-03 00:58:06.491660,ORD-012681,110,FAB-C,AREA-3,SYS-ALPHA,3,5,14,9,3,7,4,1,3,2,1,4,3,2,123
DEV-0146,EQP-050,2026-03-19 02:28:34.360488,ORD-012682,749,FAB-B,AREA-2,SYS-ALPHA,15,7,24,14,5,14,10,1,5,3,1,5,1,21,1275
DEV-0130,EQP-027,2026-03-27 11:23:39.002868,ORD-012683,16,FAB-B,,SYS-GAMMA,5,6,14,15,3,7,9,2,4,4,1,3,2,1,65
DEV-0037,EQP-049,2026-03-11 18:13:20.405006,ORD-012684,35,FAB-A,AREA-1,SYS-GAMMA,124,5,18,10,4,10,7,1,5,2,1,3,1,1,87
DEV-0083,SER-017,2026-03-21 14:53:57.236981,ORD-012685,173,FAB-B,AREA-2,SYS-GAMMA,27,7,24,9,5,19,6,1,3,1,1,2,2,5,327
DEV-0169,MDL-038,2026-03-26 00:49:02.826641,ORD-012686,857,FAB-C,AREA-1,SYS-ALPHA,89,6,24,11,3,16,6,2,6,2,1,2,3,21,1349
DEV-0095,SER-019,2026-03-30 05:22:29.480181,ORD-012687,87,FAB-C,AREA-2,SYS-GAMMA,19,7,21,13,3,12,9,2,5,2,2,4,2,2,139
DEV-0120,MDL-008,2026-03-30 02:51:45.643423,ORD-012688,120,FAB-B,AREA-2,SYS-GAMMA,19,5,20,9,2,10,6,2,7,2,1,3,1,2,139
DEV-0188,EQP-028,2026-03-07 21:59:39.020523,ORD-012689,838,FAB-C,AREA-3,SYS-ALPHA,11,5,24,16,3,17,11,1,3,2,1,4,3,17,1031
DEV-0059,MDL-007,2026-03-15 22:32:00.161828,ORD-012690,103,FAB-A,,SYS-BETA,13,5,22,14,2,16,10,2,3,2,1,3,2,2,133
DEV-0133,TYP-048,2026-03-06 20:52:36.265293,ORD-012691,594,FAB-A,AREA-3,SYS-BETA,34,4,18,10,1,7,5,2,7,2,1,4,3,9,574
DEV-0126,EQP-034,2026-03-22 06:33:22.916543,ORD-012692,264,FAB-C,AREA-2,SYS-BETA,5,5,13,14,3,7,7,1,3,4,1,3,3,5,305
DEV-0183,SER-037,2026-03-15 12:24:33.930650,ORD-012693,1697,FAB-C,,SYS-BETA,9,6,17,10,3,11,5,1,3,1,2,3,4,42,2529
DEV-0031,SER-030,2026-03-18 14:34:24.973843,ORD-012694,947,FAB-C,AREA-3,SYS-GAMMA,7,4,22,7,2,16,3,1,2,3,1,4,1,15,907
DEV-0080,MDL-039,2026-03-24 03:23:36.612221,ORD-012695,664,FAB-A,AREA-1,SYS-BETA,12,5,15,15,3,8,10,1,3,2,1,4,3,13,792
DEV-0063,MDL-016,2026-03-24 20:23:09.771657,ORD-012696,1775,FAB-A,AREA-2,SYS-GAMMA,33,6,22,16,2,14,10,2,4,2,2,4,4,44,2673
DEV-0127,EQP-028,2026-03-03 21:32:01.596543,ORD-012697,28,FAB-A,AREA-3,SYS-GAMMA,13,6,23,9,3,14,4,2,7,3,1,2,2,1,73
DEV-0048,TYP-020,2026-03-29 23:21:49.049664,ORD-012698,5,FAB-B,AREA-3,SYS-BETA,28,6,16,14,3,8,10,1,2,1,2,6,3,1,88
DEV-0023,TYP-042,2026-03-17 06:19:29.649851,ORD-012699,1096,FAB-B,,SYS-GAMMA,16,5,15,15,1,6,6,2,4,5,2,5,4,22,1336
DEV-0143,,2026-03-26 05:38:54.621521,ORD-012700,1212,FAB-C,AREA-2,SYS-GAMMA,54,8,18,13,5,8,6,2,5,4,1,5,3,40,2454
DEV-0124,,2026-03-28 13:29:00.943506,ORD-012701,17,FAB-C,AREA-2,SYS-BETA,8,6,20,12,4,15,10,1,3,1,1,2,1,1,68
DEV-0174,SER-017,2026-03-01 22:07:37.386630,ORD-012702,17,FAB-A,,SYS-ALPHA,10,8,13,17,5,7,11,2,4,4,1,2,2,1,70
DEV-0077,SER-033,2026-03-28 01:20:42.710927,ORD-012703,1489,FAB-A,AREA-2,SYS-ALPHA,23,4,25,6,1,15,2,2,7,2,1,3,2,24,1463
DEV-0067,TYP-042,2026-03-15 17:22:28.251052,ORD-012704,499,FAB-C,AREA-1,SYS-ALPHA,7,4,22,9,2,12,5,1,6,1,1,4,3,8,487
DEV-0131,SER-019,2026-03-01 21:45:18.715315,ORD-012705,1453,FAB-C,AREA-2,SYS-ALPHA,16,3,12,10,1,5,4,1,3,3,1,4,3,18,1096
DEV-0035,TYP-011,2026-03-24 11:01:03.252090,ORD-012706,46,FAB-B,AREA-1,SYS-GAMMA,19,10,25,12,8,18,9,1,2,2,1,5,1,1,79
DEV-0169,MDL-038,2026-03-03 07:21:07.755164,ORD-012707,3348,FAB-C,AREA-1,SYS-ALPHA,7,4,20,12,1,13,9,1,4,1,2,3,2,55,3307
DEV-0031,SER-030,2026-03-25 13:34:36.580902,ORD-012708,451,FAB-C,AREA-3,SYS-GAMMA,1,8,16,14,5,8,8,2,4,5,1,4,1,15,901
DEV-0069,MDL-032,2026-03-23 03:29:01.335743,ORD-012709,225,FAB-B,AREA-2,SYS-BETA,14,4,24,9,2,16,3,1,3,4,1,5,2,3,194
DEV-0064,SER-029,2026-03-24 12:30:40.791492,ORD-012710,1506,FAB-A,,SYS-ALPHA,1,5,23,15,3,13,9,1,6,4,1,4,2,31,1861
DEV-0110,TYP-012,2026-03-25 18:55:08.801960,ORD-012711,1216,FAB-C,AREA-3,SYS-BETA,1,8,18,13,5,12,10,1,2,1,2,4,2,40,2401
DEV-0182,TYP-020,2026-03-14 11:33:56.677302,ORD-012712,43,FAB-A,AREA-1,SYS-BETA,38,9,28,19,6,17,13,1,5,3,2,6,3,1,98
DEV-0129,,2026-03-04 04:45:12.001111,ORD-012713,607,FAB-B,AREA-3,SYS-GAMMA,36,8,26,12,4,16,6,3,6,5,1,4,1,20,1236
DEV-0100,SER-017,2026-03-29 06:05:04.314357,ORD-012714,37,FAB-A,,SYS-GAMMA,17,4,26,10,1,16,4,2,5,4,1,5,2,1,77
DEV-0021,,2026-03-28 15:55:55.319129,ORD-012715,118,FAB-B,,SYS-BETA,4,5,22,9,2,15,4,2,3,4,1,4,1,2,124
DEV-0129,,2026-03-06 06:14:07.526997,ORD-012716,994,FAB-B,AREA-3,SYS-GAMMA,10,4,16,14,2,8,10,1,5,1,1,3,3,16,970
DEV-0048,TYP-020,2026-03-11 09:56:53.617945,ORD-012717,89,FAB-B,AREA-3,SYS-BETA,1,7,26,12,4,18,5,2,3,5,1,5,2,2,121
DEV-0193,EQP-034,2026-03-30 16:04:05.178760,ORD-012718,702,FAB-C,AREA-3,SYS-GAMMA,15,3,20,11,1,15,7,1,3,3,1,2,1,8,495
DEV-0156,SER-006,2026-03-20 09:00:34.231161,ORD-012719,25,FAB-A,AREA-2,SYS-ALPHA,34,5,12,13,3,5,7,1,2,4,1,5,2,1,94
DEV-0099,TYP-001,2026-03-18 02:37:19.989645,ORD-012720,73,FAB-B,AREA-2,SYS-GAMMA,3,6,16,14,4,6,9,1,6,4,1,4,1,1,63
DEV-0005,EQP-049,2026-03-27 01:39:32.624920,ORD-012721,8,FAB-A,,SYS-BETA,24,3,15,10,1,7,6,1,5,2,1,3,2,1,84
DEV-0129,,2026-03-20 18:11:42.984534,ORD-012722,234,FAB-B,AREA-3,SYS-GAMMA,19,7,13,16,4,7,10,1,3,2,2,3,4,6,379
DEV-0110,TYP-012,2026-03-12 07:22:21.878342,ORD-012723,25,FAB-C,AREA-3,SYS-BETA,15,3,18,15,1,11,8,1,4,4,1,3,3,1,75
DEV-0164,TYP-048,2026-03-30 16:22:55.597844,ORD-012724,23,FAB-C,AREA-2,SYS-BETA,42,3,12,15,1,5,8,146,586,4,1,2,3,1,683
DEV-0146,EQP-050,2026-03-27 09:55:08.492636,ORD-012725,643,FAB-B,AREA-2,SYS-ALPHA,26,3,18,5,1,9,2,1,4,1,1,5,2,8,506
DEV-0146,EQP-050,2026-03-02 07:19:40.589547,ORD-012726,611,FAB-B,AREA-2,SYS-ALPHA,51,8,19,14,4,7,6,3,8,6,1,4,2,20,1251
DEV-0139,,2026-03-06 12:08:19.702642,ORD-012727,267,FAB-A,AREA-3,SYS-ALPHA,20,7,25,16,5,16,11,1,6,4,1,3,1,7,440
DEV-0050,MDL-016,2026-03-28 15:54:37.827631,ORD-012728,30,FAB-A,AREA-1,SYS-BETA,9,6,23,16,3,14,9,2,4,4,1,5,3,1,69
DEV-0007,MDL-007,2026-03-27 16:33:51.557122,ORD-012729,164,FAB-A,,SYS-ALPHA,4,6,19,12,3,12,6,2,4,3,1,3,3,4,244
DEV-0045,MDL-031,2026-03-23 02:03:07.732775,ORD-012730,257,FAB-C,AREA-2,SYS-BETA,6,6,23,7,3,17,4,2,3,2,1,3,1,6,366
DEV-0007,MDL-007,2026-03-11 06:41:16.630690,ORD-012731,16,FAB-A,,SYS-ALPHA,1,4,19,12,1,12,7,2,4,4,1,3,1,1,61
DEV-0162,SER-025,2026-03-05 07:01:51.089760,ORD-012732,90,FAB-B,AREA-1,SYS-BETA,51,4,21,10,2,12,4,1,4,3,1,5,3,1,111
DEV-0101,SER-046,2026-03-25 07:57:01.475842,ORD-012733,36,FAB-B,AREA-1,SYS-ALPHA,1,4,15,13,1,8,6,2,4,4,1,3,3,1,61
DEV-0038,TYP-020,2026-03-30 04:11:02.982983,ORD-012734,18,FAB-C,AREA-2,SYS-ALPHA,18,4,10,10,2,6,5,1,2,3,1,2,2,1,78
DEV-0041,,2026-03-26 09:49:33.475249,ORD-012735,1947,FAB-B,AREA-3,SYS-ALPHA,16,5,19,8,2,10,3,2,5,2,1,4,3,40,2416
DEV-0074,MDL-038,2026-03-11 14:23:29.294064,ORD-012736,2132,FAB-C,AREA-1,SYS-GAMMA,4,5,13,11,2,5,5,2,4,4,1,4,2,44,2644
DEV-0144,SER-045,2026-03-08 23:20:25.817220,ORD-012737,18,FAB-B,,SYS-BETA,2,3,21,12,1,13,7,1,5,3,1,3,2,1,62
DEV-0113,,2026-03-01 17:45:38.681589,ORD-012738,42,FAB-A,,SYS-ALPHA,2,5,23,8,3,15,4,1,6,2,1,2,2,1,62
DEV-0047,,2026-03-20 04:03:32.002040,ORD-012739,532,FAB-C,AREA-2,SYS-GAMMA,1,4,11,7,1,5,2,2,3,4,1,3,1,8,481
DEV-0189,SER-033,2026-03-07 13:01:45.243033,ORD-012740,17,FAB-C,AREA-3,SYS-ALPHA,40,11,24,21,8,16,16,2,5,4,1,3,1,1,100
DEV-0093,MDL-007,2026-03-28 12:57:40.707440,ORD-012741,1863,FAB-A,AREA-3,SYS-ALPHA,3,4,14,15,1,6,8,1,5,4,2,3,3,31,1863
DEV-0071,TYP-001,2026-03-10 06:05:57.760494,ORD-012742,98,FAB-B,AREA-3,SYS-BETA,12,7,16,17,4,6,10,2,6,4,1,4,3,2,132
DEV-0038,TYP-020,2026-03-15 11:15:17.169083,ORD-012743,947,FAB-C,AREA-2,SYS-ALPHA,8,4,25,13,2,15,10,1,6,2,1,4,1,15,908
DEV-0151,SER-029,2026-03-28 16:23:01.454746,ORD-012744,206,FAB-A,,SYS-BETA,45,4,21,7,1,13,4,2,5,2,1,3,1,3,225
DEV-0060,EQP-028,2026-03-01 21:06:52.085908,ORD-012745,9,FAB-B,,SYS-GAMMA,6,4,17,13,1,9,7,2,6,5,1,2,1,1,66
DEV-0064,SER-029,2026-03-19 08:07:01.682940,ORD-012746,36,FAB-A,,SYS-ALPHA,2,7,22,17,4,14,12,1,2,3,2,6,2,1,62
DEV-0031,SER-030,2026-03-10 21:09:04.593445,ORD-012747,118,FAB-C,AREA-3,SYS-GAMMA,2147,5,25,18,3,16,11,1,4,4,1,5,3,2,2267
DEV-0018,SER-030,2026-03-15 15:05:14.628645,ORD-012748,128,FAB-B,AREA-3,SYS-GAMMA,12,4,18,14,1,9,8,2,6,5,1,3,1,2,132
DEV-0170,TYP-042,2026-03-04 00:44:57.900295,ORD-012749,38,FAB-B,AREA-2,SYS-BETA,1,4,18,7,2,11,4,1,2,1,1,5,2,1,61
DEV-0024,SER-030,2026-03-22 13:39:46.825045,ORD-012750,153,FAB-A,AREA-3,SYS-ALPHA,1,3,26,8,1,16,4,1,6,3,1,4,1,1,61
DEV-0181,TYP-011,2026-03-25 13:46:43.466723,ORD-012751,36,FAB-C,AREA-1,SYS-ALPHA,37,5,25,16,3,18,9,1,2,4,1,5,3,1,97
DEV-0146,EQP-050,2026-03-06 02:45:15.328959,ORD-012752,24,FAB-B,AREA-2,SYS-ALPHA,5,3,25,11,1,15,9,1,6,1,1,4,1,1,65
DEV-0153,MDL-032,2026-03-11 08:31:32.733053,ORD-012753,28,FAB-C,AREA-2,SYS-BETA,21,4,17,8,2,9,4,1,6,3,1,2,1,1,81
DEV-0181,TYP-011,2026-03-25 09:09:28.647961,ORD-012754,15,FAB-C,AREA-1,SYS-ALPHA,1937,3,25,10,1,14,8,1,6,1,1,5,1,1,1997
DEV-0144,SER-045,2026-03-02 02:50:59.982863,ORD-012755,179,FAB-B,,SYS-BETA,14,3,17,10,1,10,4,1,5,3,1,2,3,2,134
DEV-0005,EQP-049,2026-03-26 22:56:11.803568,ORD-012756,1352,FAB-A,,SYS-BETA,232,8,15,17,6,7,9,3,5,5,1,3,3,45,3511
DEV-0102,TYP-005,2026-03-30 05:09:36.567281,ORD-012757,49,FAB-C,AREA-2,SYS-GAMMA,8,6,23,11,3,18,4,2,3,4,1,2,3,1,68
DEV-0169,MDL-038,2026-03-15 03:27:33.156272,ORD-012758,400,FAB-C,AREA-1,SYS-ALPHA,4,6,24,11,4,16,7,1,4,1,1,4,3,10,604
DEV-0057,,2026-03-25 17:14:55.425821,ORD-012759,1910,FAB-C,,SYS-ALPHA,6,13,28,24,10,19,16,2,7,5,1,2,3,103,6186
DEV-0011,TYP-040,2026-03-22 08:34:46.087706,ORD-012760,73,FAB-B,AREA-2,SYS-GAMMA,2,4,18,9,2,13,3,1,2,4,1,3,2,1,62
DEV-0031,SER-030,2026-03-13 17:57:48.518013,ORD-012761,497,FAB-C,AREA-3,SYS-GAMMA,181,3,18,12,1,10,6,1,6,3,1,2,3,6,484
DEV-0045,MDL-031,2026-03-22 21:27:13.378207,ORD-012762,6,FAB-C,AREA-2,SYS-BETA,3,6,26,17,3,18,11,2,3,5,1,5,1,1,63
DEV-0061,TYP-004,2026-03-03 06:44:19.840054,ORD-012763,1434,FAB-C,AREA-1,SYS-ALPHA,19,3,22,13,1,15,8,1,4,4,1,3,1,17,1039
DEV-0091,,2026-03-29 13:52:05.886040,ORD-012764,165,FAB-C,AREA-1,SYS-GAMMA,7,6,16,17,3,8,11,2,4,5,1,4,1,4,247
DEV-0158,TYP-014,2026-03-14 03:14:45.388049,ORD-012765,10,FAB-A,,SYS-BETA,54,7,20,12,5,11,7,1,5,3,1,4,2,1,114
DEV-0121,SER-017,2026-03-13 10:59:55.061117,ORD-012766,14,FAB-A,AREA-1,SYS-GAMMA,1,7,24,16,4,12,11,2,7,2,1,5,3,1,61
