device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds,_label,_is_slow_device
DEV-0052,,2026/03/25 04:10:42 PM,ORD-017710,192,FAB-B,AREA-2,SYS-ALPHA,6,5,12,10,3,5,6,1,2,3,1,5,1,4,246,normal,False
DEV-0120,STANDBY,2026/03/16 08:08:21 PM,ORD-017711,10,FAB-B,,SYS-BETA,1,4,27,7,1,15,2,2,7,4,1,5,1,1,61,normal,False
DEV-0071,ENGINEERING,2026/03/01 09:56:16 PM,ORD-017712,278,FAB-B,AREA-1,SYS-GAMMA,24,4,25,8,2,16,6,1,5,1,1,4,1,4,264,normal,False
DEV-0197,PRODUCTION,2026/03/29 06:21:44 PM,ORD-017713,45,FAB-B,,SYS-ALPHA,12,6,22,16,3,13,9,2,6,5,1,3,2,1,72,normal,False
DEV-0043,,2026/03/10 10:49:58 AM,ORD-017714,674,FAB-A,AREA-2,SYS-GAMMA,4,4,18,14,2,10,10,1,3,1,1,5,3,11,664,normal,False
DEV-0105,,2026/03/16 07:40:27 PM,ORD-017715,40,FAB-C,AREA-3,SYS-ALPHA,6,4,18,11,1,10,6,2,5,4,1,3,1,1,66,normal,False
DEV-0185,,2026/03/19 11:47:00 AM,ORD-017716,25,FAB-B,AREA-3,SYS-BETA,43,9,21,15,7,14,9,1,4,4,1,3,2,1,103,normal,False
DEV-0195,,2026/03/03 04:27:44 PM,ORD-017717,2139,FAB-B,AREA-3,SYS-ALPHA,82,3,11,8,1,5,3,1,4,3,1,2,2,26,2039,user_burst,False
DEV-0087,PRODUCTION,2026/03/31 12:29:14 AM,ORD-017718,507,FAB-A,,SYS-BETA,28,6,21,17,4,12,11,1,6,4,1,3,2,12,748,normal,False
DEV-0136,ENGINEERING,2026/03/13 09:25:34 PM,ORD-017719,918,FAB-B,,SYS-ALPHA,3,4,17,11,2,10,6,1,4,4,1,3,1,15,903,normal,False
DEV-0140,ENGINEERING,2026/03/11 08:09:49 PM,ORD-017720,1216,FAB-C,AREA-2,SYS-ALPHA,10,5,23,10,3,17,4,1,2,3,1,4,3,25,1510,normal,False
DEV-0012,PRODUCTION,2026/03/08 01:16:59 AM,ORD-017721,598,FAB-A,AREA-2,SYS-BETA,42,5,23,9,2,14,4,2,6,2,1,3,3,12,762,normal,False
DEV-0003,ENGINEERING,2026/03/22 03:22:17 PM,ORD-017722,38,FAB-C,,SYS-ALPHA,31,5,18,11,3,7,7,1,6,2,1,5,2,1,91,normal,False
DEV-0126,PRODUCTION,2026/03/05 01:18:50 PM,ORD-017723,98,FAB-B,,SYS-GAMMA,6,8,17,14,4,9,9,2,4,3,2,4,2,3,186,normal,False
DEV-0196,PRODUCTION,2026/03/30 12:08:42 PM,ORD-017724,43,FAB-B,,SYS-ALPHA,8,6,22,16,3,13,9,2,4,4,1,5,3,1,68,normal,False
DEV-0009,,2026/03/24 05:08:11 AM,ORD-017725,28,FAB-C,AREA-1,SYS-BETA,16,6,15,15,4,6,9,1,4,3,1,5,3,1,76,normal,False
DEV-0030,,2026/03/22 11:58:19 AM,ORD-017726,2211,FAB-C,AREA-3,SYS-GAMMA,66,8,29,17,6,17,10,2,7,4,2,5,3,73,5697,user_burst,False
DEV-0076,STANDBY,2026/03/01 08:17:21 PM,ORD-017727,18,FAB-B,AREA-3,SYS-ALPHA,19,7,26,14,5,18,10,1,3,1,1,5,3,1,79,normal,False
DEV-0056,,2026/03/08 03:42:24 AM,ORD-017728,3474,FAB-C,AREA-3,SYS-ALPHA,13,5,13,9,3,6,4,1,2,4,1,5,1,72,4333,normal,False
DEV-0053,PRODUCTION,2026/03/22 01:02:13 PM,ORD-017729,35,FAB-C,,SYS-BETA,1,4,22,13,1,13,6,2,7,4,1,2,3,1,61,normal,False
DEV-0055,PRODUCTION,2026/03/07 12:33:58 PM,ORD-017730,221,FAB-C,AREA-1,SYS-ALPHA,16,6,20,17,3,12,10,2,3,5,1,5,2,5,316,normal,False
DEV-0071,ENGINEERING,2026/03/21 03:49:17 PM,ORD-017731,49,FAB-B,AREA-1,SYS-GAMMA,63,4,11,14,1,3,9,2,5,3,1,3,2,1,123,normal,False
DEV-0059,STANDBY,2026/03/26 01:25:43 PM,ORD-017732,225,FAB-B,AREA-2,SYS-ALPHA,4,3,14,14,1,7,8,1,3,4,1,4,2,2,124,normal,False
DEV-0043,,2026/03/05 06:09:53 PM,ORD-017733,1305,FAB-A,AREA-2,SYS-GAMMA,5,5,12,14,2,7,10,2,3,2,1,2,2,27,1625,normal,False
DEV-0017,ENGINEERING,2026/03/29 04:33:15 AM,ORD-017734,1139,FAB-C,AREA-2,SYS-ALPHA,11,3,14,9,1,6,7,1,6,1,1,2,1,14,851,normal,False
DEV-0100,PRODUCTION,2026/03/21 01:03:29 AM,ORD-017735,2111,FAB-B,AREA-1,SYS-BETA,17,4,20,10,2,12,4,1,5,3,1,3,3,35,2117,normal,False
DEV-0030,,2026/03/12 08:23:35 AM,ORD-017736,128,FAB-C,AREA-3,SYS-GAMMA,24,4,12,12,1,4,8,1,2,1,2,6,3,2,144,normal,False
DEV-0122,ENGINEERING,2026/03/25 01:53:47 PM,ORD-017737,1348,FAB-C,AREA-1,SYS-BETA,17,3,20,10,1,14,4,1,2,3,1,4,3,16,977,normal,False
DEV-0130,ENGINEERING,2026/03/26 08:34:18 AM,ORD-017738,455,FAB-C,,SYS-ALPHA,14,4,22,8,1,15,3,2,3,3,1,4,2,7,434,normal,False
DEV-0110,PRODUCTION,2026/03/02 08:47:17 PM,ORD-017739,511,FAB-C,,SYS-ALPHA,3,6,16,16,3,7,9,2,7,5,1,2,2,12,723,normal,False
DEV-0037,STANDBY,2026/03/16 03:09:47 PM,ORD-017740,151,FAB-A,AREA-1,SYS-GAMMA,6,7,20,9,3,10,4,2,6,2,2,4,3,4,246,normal,False
DEV-0114,STANDBY,2026/03/10 12:53:06 PM,ORD-017741,971,FAB-C,,SYS-BETA,19,7,18,14,4,12,10,2,4,3,1,2,1,28,1699,normal,False
DEV-0062,,2026/03/18 12:01:53 AM,ORD-017742,10,FAB-B,,SYS-ALPHA,6,14,30,20,11,22,12,2,4,5,1,4,3,1,66,normal,True
DEV-0151,,2026/03/24 04:11:30 PM,ORD-017743,388,FAB-A,,SYS-ALPHA,5,5,20,15,3,14,10,1,3,4,1,3,1,8,485,normal,False
DEV-0182,STANDBY,2026/03/14 04:05:23 AM,ORD-017744,254,FAB-A,,SYS-GAMMA,5,6,13,16,4,7,10,1,3,3,1,3,3,6,365,normal,False
DEV-0013,PRODUCTION,2026/03/09 08:10:40 PM,ORD-017745,36,FAB-A,AREA-1,SYS-BETA,6,4,22,10,2,13,5,1,5,4,1,4,1,1,66,normal,False
DEV-0079,STANDBY,2026/03/08 07:46:37 AM,ORD-017746,38,FAB-A,AREA-2,SYS-BETA,32,5,18,13,2,9,9,1,6,1,2,3,3,1,92,normal,False
DEV-0080,STANDBY,2026/03/25 12:41:55 PM,ORD-017747,662,FAB-A,,SYS-GAMMA,7,4,18,9,1,12,4,2,3,4,1,3,1,11,667,normal,False
DEV-0033,STANDBY,2026/03/29 08:11:08 PM,ORD-017748,641,FAB-B,AREA-2,SYS-BETA,27,5,12,11,3,8,7,1,2,3,1,2,1,13,807,normal,False
DEV-0195,,2026/03/31 01:54:38 PM,ORD-017749,1924,FAB-B,AREA-3,SYS-ALPHA,14,7,24,16,3,14,9,2,4,5,2,6,2,56,3374,normal,False
DEV-0098,ENGINEERING,2026/03/30 01:34:14 AM,ORD-017750,219,FAB-C,AREA-3,SYS-BETA,28,3,11,9,1,3,7,1,5,1,1,3,1,2,148,normal,False
DEV-0088,PRODUCTION,2026/03/16 02:18:35 AM,ORD-017751,279,FAB-A,AREA-3,SYS-ALPHA,53,5,14,8,3,7,4,1,3,2,1,4,2,5,353,normal,False
DEV-0081,STANDBY,2026/03/19 01:58:22 PM,ORD-017752,192,FAB-C,AREA-1,SYS-GAMMA,10,6,24,10,3,16,6,2,5,2,1,3,2,4,250,normal,False
DEV-0159,ENGINEERING,2026/03/01 03:05:41 PM,ORD-017753,36,FAB-A,AREA-2,SYS-BETA,3,6,13,12,3,6,9,2,3,2,1,4,1,1,63,normal,False
DEV-0088,PRODUCTION,2026/03/10 06:53:02 AM,ORD-017754,24,FAB-A,AREA-3,SYS-ALPHA,3,5,17,14,2,7,8,2,5,4,1,5,2,1,63,normal,False
DEV-0073,PRODUCTION,2026/03/29 10:53:12 PM,ORD-017755,31,FAB-B,AREA-3,SYS-BETA,84,7,20,16,4,10,10,2,7,4,2,3,2,1,81,user_burst,False
DEV-0185,,2026/03/03 06:45:02 AM,ORD-017756,287,FAB-B,AREA-3,SYS-BETA,6,7,19,9,3,11,4,2,3,2,2,5,3,8,486,normal,False
DEV-0088,PRODUCTION,2026/03/06 03:14:25 AM,ORD-017757,49,FAB-A,AREA-3,SYS-ALPHA,1,5,13,9,2,6,5,2,4,2,1,3,2,1,61,normal,False
DEV-0053,PRODUCTION,2026/03/28 10:43:01 PM,ORD-017758,14,FAB-C,,SYS-BETA,6,4,18,13,1,11,6,2,3,4,1,4,3,1,66,normal,False
DEV-0038,STANDBY,2026/03/16 11:39:08 PM,ORD-017759,12,FAB-B,AREA-1,SYS-ALPHA,1,4,18,12,2,12,7,1,4,3,1,2,2,1,61,normal,False
DEV-0097,ENGINEERING,2026/03/30 08:05:49 PM,ORD-017760,588,FAB-A,,SYS-ALPHA,8,5,10,10,3,5,7,1,2,1,1,3,2,12,728,normal,False
DEV-0009,,2026/03/03 04:39:34 AM,ORD-017761,638,FAB-C,AREA-1,SYS-BETA,16,6,17,15,4,12,11,1,3,3,1,2,1,15,916,normal,False
DEV-0145,STANDBY,2026/03/08 08:44:17 PM,ORD-017762,121,FAB-B,,SYS-GAMMA,35,4,21,7,1,14,4,2,5,2,1,2,1,2,155,normal,False
DEV-0013,PRODUCTION,2026/03/10 06:10:57 PM,ORD-017763,25,FAB-A,AREA-1,SYS-BETA,4,5,18,11,2,10,5,2,6,5,1,2,1,1,64,normal,False
DEV-0178,PRODUCTION,2026/03/08 10:54:26 PM,ORD-017764,331,FAB-C,AREA-2,SYS-ALPHA,7,6,19,11,2,11,5,2,3,3,2,5,3,8,487,normal,False
DEV-0013,PRODUCTION,2026/03/19 05:26:54 AM,ORD-017765,326,FAB-A,AREA-1,SYS-BETA,2,4,18,6,2,11,3,1,3,2,1,4,1,5,302,normal,False
DEV-0116,ENGINEERING,2026/03/07 02:55:31 PM,ORD-017766,392,FAB-A,,SYS-GAMMA,31,5,23,9,2,14,6,2,4,2,1,5,1,8,511,normal,False
DEV-0000,PRODUCTION,2026/03/19 01:49:09 AM,ORD-017767,12,FAB-C,AREA-1,SYS-GAMMA,1,4,18,13,1,9,9,2,7,2,1,2,2,1,61,normal,False
DEV-0188,ENGINEERING,2026/03/31 03:31:53 AM,ORD-017768,21,FAB-C,,SYS-BETA,10,5,26,9,2,15,5,1,6,1,2,5,3,1,70,normal,False
DEV-0076,STANDBY,2026/03/02 06:17:01 PM,ORD-017769,477,FAB-B,AREA-3,SYS-ALPHA,1,9,26,17,6,15,12,2,7,3,1,4,2,17,1021,normal,False
DEV-0189,STANDBY,2026/03/10 08:36:28 PM,ORD-017770,62,FAB-A,AREA-2,SYS-BETA,17,17,35,23,15,25,17,1,5,3,1,5,3,4,257,normal,True
DEV-0028,ENGINEERING,2026/03/10 02:20:20 AM,ORD-017771,22,FAB-C,,SYS-GAMMA,14,13,29,21,11,25,15,1,2,3,1,2,3,1,74,normal,True
DEV-0079,STANDBY,2026/03/25 09:43:58 AM,ORD-017772,414,FAB-A,AREA-2,SYS-BETA,1,5,22,11,3,16,9,1,3,1,1,3,1,8,481,normal,False
DEV-0186,ENGINEERING,2026/03/29 04:04:50 AM,ORD-017773,808,FAB-A,AREA-2,SYS-BETA,1,6,11,12,3,5,4,2,3,5,1,3,3,20,1201,normal,False
DEV-0121,ENGINEERING,2026/03/27 09:22:58 PM,ORD-017774,455,FAB-C,,SYS-GAMMA,2,6,21,17,4,14,11,1,2,3,1,5,3,11,662,normal,False
DEV-0033,STANDBY,2026/03/04 05:36:31 PM,ORD-017775,620,FAB-B,AREA-2,SYS-BETA,10,4,18,15,2,13,8,1,2,4,1,3,3,10,610,normal,False
DEV-0078,ENGINEERING,2026/03/04 07:48:44 AM,ORD-017776,1182,FAB-C,AREA-3,SYS-ALPHA,15,5,20,17,3,12,10,1,6,4,1,2,3,24,1455,normal,False
DEV-0083,STANDBY,2026/03/26 07:46:22 PM,ORD-017777,396,FAB-A,AREA-1,SYS-GAMMA,31,5,9,11,2,4,3,2,3,5,1,2,3,8,511,normal,False
DEV-0024,ENGINEERING,2026/03/10 10:00:00 PM,ORD-017778,208,FAB-C,AREA-3,SYS-GAMMA,6,4,11,14,1,4,7,2,4,4,1,3,3,3,186,normal,False
DEV-0005,ENGINEERING,2026/03/08 12:25:36 AM,ORD-017779,1334,FAB-C,,SYS-BETA,9,4,18,11,2,8,7,1,6,2,1,4,2,22,1329,normal,False
DEV-0078,ENGINEERING,2026/03/16 02:05:42 PM,ORD-017780,38,FAB-C,AREA-3,SYS-ALPHA,3,5,17,14,2,11,10,2,3,3,1,3,1,1,63,normal,False
DEV-0182,STANDBY,2026/03/25 06:56:54 PM,ORD-017781,708,FAB-A,,SYS-GAMMA,16,6,23,12,4,19,8,1,2,3,1,2,1,17,1036,normal,False
DEV-0175,PRODUCTION,2026/03/07 12:51:00 PM,ORD-017782,253,FAB-B,AREA-3,SYS-ALPHA,1,5,15,15,2,6,9,2,4,5,1,5,1,5,301,normal,False
DEV-0070,PRODUCTION,2026/03/21 01:40:00 PM,ORD-017783,34,FAB-C,AREA-1,SYS-GAMMA,3,14,26,26,12,19,19,1,4,4,1,3,3,1,63,normal,True
DEV-0165,STANDBY,2026/03/28 04:09:46 AM,ORD-017784,28,FAB-C,AREA-1,SYS-GAMMA,8,7,27,16,4,17,9,2,5,5,1,5,2,1,68,normal,False
DEV-0056,,2026/03/17 06:01:29 AM,ORD-017785,243,FAB-C,AREA-3,SYS-ALPHA,43,8,16,18,5,7,10,1,6,4,2,3,4,8,523,normal,False
DEV-0005,ENGINEERING,2026/03/17 06:40:18 PM,ORD-017786,328,FAB-C,,SYS-BETA,16,7,24,15,4,17,11,2,4,2,1,3,2,9,556,normal,False
DEV-0076,STANDBY,2026/03/06 05:30:49 AM,ORD-017787,352,FAB-B,AREA-3,SYS-ALPHA,1,7,23,18,4,16,12,1,3,2,2,4,4,10,601,normal,False
DEV-0021,STANDBY,2026/03/27 04:34:27 AM,ORD-017788,410,FAB-A,AREA-2,SYS-GAMMA,4,6,19,11,4,15,6,1,2,4,1,2,1,10,604,normal,False
DEV-0100,PRODUCTION,2026/03/30 05:14:07 PM,ORD-017789,201,FAB-B,AREA-1,SYS-BETA,11,6,13,12,4,7,6,1,3,4,1,3,2,5,311,normal,False
DEV-0160,PRODUCTION,2026/03/15 04:30:01 AM,ORD-017790,709,FAB-C,AREA-2,SYS-BETA,24,4,21,11,1,11,5,2,5,3,1,5,3,11,684,normal,False
DEV-0039,STANDBY,2026/03/26 05:01:15 PM,ORD-017791,170,FAB-B,AREA-2,SYS-ALPHA,2,4,24,12,284,864,9,1,5,2,1,3,1,2,970,device_timeout,False
DEV-0184,STANDBY,2026/03/13 08:00:48 PM,ORD-017792,33,FAB-B,AREA-3,SYS-BETA,62,6,17,8,3,9,4,2,4,3,1,4,1,1,122,normal,False
DEV-0095,ENGINEERING,2026/03/28 06:16:59 AM,ORD-017793,508,FAB-C,AREA-1,SYS-BETA,29,7,23,14,4,11,7,2,7,5,1,5,2,14,869,normal,False
DEV-0154,,2026/03/03 04:29:16 AM,ORD-017794,47,FAB-B,,SYS-BETA,4,8,23,17,5,16,11,2,5,5,1,2,1,1,64,normal,False
DEV-0044,STANDBY,2026/03/22 08:48:25 PM,ORD-017795,1604,FAB-B,AREA-3,SYS-BETA,2,6,19,16,3,7,10,2,7,5,1,5,1,40,2402,normal,False
DEV-0092,PRODUCTION,2026/03/18 09:04:27 PM,ORD-017796,97,FAB-B,AREA-2,SYS-BETA,4,4,19,13,2,11,7,1,6,4,1,2,2,1,64,normal,False
DEV-0038,STANDBY,2026/03/12 09:41:13 AM,ORD-017797,202,FAB-B,AREA-1,SYS-ALPHA,45,5,15,11,3,6,6,1,4,2,1,5,3,4,285,normal,False
DEV-0055,PRODUCTION,2026/03/05 03:50:10 AM,ORD-017798,44,FAB-C,AREA-1,SYS-ALPHA,18,5,13,10,3,5,7,1,5,2,1,3,1,1,78,normal,False
DEV-0198,PRODUCTION,2026/03/26 12:15:25 PM,ORD-017799,31,FAB-A,AREA-2,SYS-GAMMA,1,7,24,18,3,15,9,2,6,5,2,3,4,1,61,normal,False
DEV-0168,,2026/03/02 08:48:06 AM,ORD-017800,179,FAB-B,AREA-1,SYS-BETA,20,5,17,11,1,4,4,3,8,4,1,5,3,3,200,normal,False
DEV-0146,ENGINEERING,2026/03/04 10:27:35 PM,ORD-017801,115,FAB-B,AREA-2,SYS-BETA,28,8,23,12,5,12,7,2,7,3,1,4,2,3,208,normal,False
DEV-0176,,2026/03/22 04:12:10 AM,ORD-017802,153,FAB-A,AREA-3,SYS-BETA,5,5,13,11,3,8,4,1,3,4,1,2,3,3,185,normal,False
DEV-0139,ENGINEERING,2026/03/01 04:16:06 PM,ORD-017803,163,FAB-A,,SYS-GAMMA,27,6,27,9,2,16,3,2,5,2,2,6,4,4,267,normal,False
DEV-0181,,2026/03/22 09:53:28 AM,ORD-017804,1575,FAB-B,AREA-1,SYS-ALPHA,3,3,14,11,1,7,7,1,2,1,1,5,3,19,1143,normal,False
DEV-0079,STANDBY,2026/03/24 03:31:06 AM,ORD-017805,757,FAB-A,AREA-2,SYS-BETA,10,5,25,7,2,13,3,2,7,2,1,5,2,15,910,normal,False
DEV-0030,,2026/03/16 11:00:36 PM,ORD-017806,922,FAB-C,AREA-3,SYS-GAMMA,1,8,23,15,5,12,8,2,6,5,1,5,2,30,1801,normal,False
DEV-0107,STANDBY,2026/03/10 04:17:01 PM,ORD-017807,264,FAB-A,AREA-1,SYS-GAMMA,1,5,16,15,3,6,10,1,5,4,1,5,1,5,301,normal,False
DEV-0167,STANDBY,2026/03/18 02:56:27 AM,ORD-017808,397,FAB-A,AREA-3,SYS-ALPHA,1,5,21,10,2,14,4,2,4,3,1,3,3,8,481,normal,False
DEV-0179,ENGINEERING,2026/03/31 05:26:25 AM,ORD-017809,891,FAB-C,,SYS-BETA,7,7,15,13,4,6,5,2,5,5,1,4,3,25,1507,normal,False
DEV-0002,ENGINEERING,2026/03/02 07:45:54 AM,ORD-017810,1743,FAB-A,AREA-1,SYS-GAMMA,6,6,23,8,4,16,6,1,2,1,1,5,1,43,2586,normal,False
DEV-0032,STANDBY,2026/03/08 11:03:29 PM,ORD-017811,61,FAB-C,AREA-3,SYS-ALPHA,33,5,28,13,1,16,8,3,8,4,1,4,1,1,93,normal,False
DEV-0108,,2026/03/13 01:51:20 PM,ORD-017812,6,FAB-B,AREA-3,SYS-BETA,26,7,22,13,3,13,8,2,4,3,2,5,2,1,86,normal,False
DEV-0157,PRODUCTION,2026/03/13 06:24:24 PM,ORD-017813,727,FAB-C,AREA-1,SYS-ALPHA,53,7,21,11,4,11,6,2,5,3,1,5,2,21,1313,normal,False
DEV-0110,PRODUCTION,2026/03/20 11:07:45 PM,ORD-017814,36,FAB-C,,SYS-ALPHA,42,6,15,16,3,5,10,2,7,4,1,3,2,1,102,normal,False
DEV-0152,PRODUCTION,2026/03/26 04:21:05 PM,ORD-017815,217,FAB-B,,SYS-BETA,2,3,25,8,1,16,4,1,4,3,1,5,1,2,122,normal,False
DEV-0025,,2026/03/18 11:28:21 AM,ORD-017816,443,FAB-C,,SYS-BETA,2,5,13,17,3,6,10,1,3,4,1,4,3,9,542,normal,False
DEV-0098,ENGINEERING,2026/03/03 01:47:27 AM,ORD-017817,890,FAB-C,AREA-3,SYS-BETA,3,5,25,9,191,581,4,2,7,3,1,4,2,18,1650,device_timeout,False
DEV-0031,PRODUCTION,2026/03/26 02:57:09 AM,ORD-017818,1897,FAB-C,AREA-1,SYS-GAMMA,2,5,13,15,3,5,11,1,3,1,1,5,3,39,2342,normal,False
DEV-0058,,2026/03/15 05:07:45 PM,ORD-017819,1018,FAB-A,,SYS-ALPHA,2,5,22,9,241,733,6,2,4,2,1,4,1,21,1981,device_timeout,False
DEV-0014,STANDBY,2026/03/12 08:06:09 AM,ORD-017820,4064,FAB-B,AREA-3,SYS-ALPHA,24,4,14,16,2,5,10,1,5,3,1,4,3,67,4044,normal,False
DEV-0061,PRODUCTION,2026/03/10 01:56:55 PM,ORD-017821,21,FAB-A,AREA-2,SYS-ALPHA,10,7,15,15,5,7,10,1,3,2,1,5,3,1,70,normal,False
DEV-0170,ENGINEERING,2026/03/17 12:06:26 AM,ORD-017822,962,FAB-B,AREA-2,SYS-GAMMA,24,6,28,9,3,16,5,2,7,2,1,5,2,24,1464,normal,False
DEV-0110,PRODUCTION,2026/03/06 10:05:10 AM,ORD-017823,28,FAB-C,,SYS-ALPHA,15,6,15,18,4,11,12,1,2,3,1,2,3,1,75,normal,False
DEV-0020,ENGINEERING,2026/03/20 09:32:51 PM,ORD-017824,219,FAB-A,AREA-3,SYS-BETA,130,6,14,17,6,9,11,1,3,4,1,2,2,5,409,user_burst,False
DEV-0012,PRODUCTION,2026/03/07 07:28:01 PM,ORD-017825,23,FAB-A,AREA-2,SYS-BETA,3,6,22,16,2,10,9,2,6,3,2,6,4,1,63,normal,False
DEV-0016,STANDBY,2026/03/02 01:38:37 PM,ORD-017826,850,FAB-C,AREA-1,SYS-GAMMA,11,3,14,10,1,5,6,1,5,2,1,4,2,10,611,normal,False
DEV-0184,STANDBY,2026/03/25 04:36:50 AM,ORD-017827,291,FAB-B,AREA-3,SYS-BETA,266,6,15,11,3,5,3,2,5,5,2,5,3,7,581,user_burst,False
DEV-0174,ENGINEERING,2026/03/06 11:41:34 PM,ORD-017828,365,FAB-B,,SYS-BETA,24,4,14,7,2,9,4,1,3,1,1,2,2,6,384,normal,False
DEV-0077,PRODUCTION,2026/03/17 04:29:13 AM,ORD-017829,983,FAB-B,AREA-1,SYS-ALPHA,9,5,17,14,2,8,9,2,6,3,1,3,2,20,1209,normal,False
DEV-0073,PRODUCTION,2026/03/30 12:26:53 PM,ORD-017830,946,FAB-B,AREA-3,SYS-BETA,32,5,18,10,3,10,6,1,5,1,1,3,3,19,1172,normal,False
DEV-0196,PRODUCTION,2026/03/18 02:38:44 AM,ORD-017831,542,FAB-B,,SYS-ALPHA,2,7,20,12,3,11,5,2,4,5,2,5,2,15,902,normal,False
DEV-0060,,2026/03/16 07:13:17 AM,ORD-017832,898,FAB-C,AREA-1,SYS-ALPHA,13,5,15,8,3,6,4,1,6,3,1,3,1,18,1093,normal,False
DEV-0020,ENGINEERING,2026/03/02 11:27:50 AM,ORD-017833,116,FAB-A,AREA-3,SYS-BETA,1,6,30,11,3,18,6,2,7,3,1,5,2,2,121,normal,False
DEV-0113,PRODUCTION,2026/03/02 06:57:09 AM,ORD-017834,15,FAB-C,AREA-3,SYS-GAMMA,56,7,28,19,4,19,12,2,5,5,1,4,2,1,116,normal,False
DEV-0173,ENGINEERING,2026/03/20 10:03:24 PM,ORD-017835,1136,FAB-A,AREA-3,SYS-BETA,9,5,26,11,3,17,4,1,4,4,1,5,3,23,1389,normal,False
DEV-0162,PRODUCTION,2026/03/03 03:43:30 AM,ORD-017836,33,FAB-A,AREA-3,SYS-ALPHA,42,6,14,9,2,4,3,2,6,4,2,4,2,1,102,normal,False
DEV-0094,PRODUCTION,2026/03/14 10:13:35 AM,ORD-017837,1132,FAB-B,AREA-2,SYS-GAMMA,13,4,17,11,2,10,9,1,3,1,1,4,1,18,1093,normal,False
DEV-0105,,2026/03/19 07:38:34 AM,ORD-017838,989,FAB-C,AREA-3,SYS-ALPHA,14,4,21,9,1,12,4,1,4,3,2,5,2,16,974,normal,False
DEV-0149,ENGINEERING,2026/03/23 05:15:27 AM,ORD-017839,277,FAB-B,AREA-2,SYS-GAMMA,3,7,25,14,4,18,8,2,3,5,1,4,1,8,483,normal,False
DEV-0000,PRODUCTION,2026/03/18 11:57:37 PM,ORD-017840,50,FAB-C,AREA-1,SYS-GAMMA,1,4,24,11,2,14,4,1,6,4,1,4,3,1,61,normal,False
DEV-0195,,2026/03/05 01:03:16 PM,ORD-017841,1786,FAB-B,AREA-3,SYS-ALPHA,10,5,15,13,2,4,8,2,7,2,1,4,3,37,2230,normal,False
DEV-0192,PRODUCTION,2026/03/12 01:58:14 AM,ORD-017842,423,FAB-A,AREA-3,SYS-GAMMA,22,5,13,15,2,6,8,1,2,3,2,5,4,8,502,normal,False
DEV-0044,STANDBY,2026/03/30 05:00:54 AM,ORD-017843,27,FAB-B,AREA-3,SYS-BETA,19,6,23,16,3,13,11,1,6,3,2,4,2,1,79,normal,False
DEV-0081,STANDBY,2026/03/13 04:31:52 PM,ORD-017844,15,FAB-C,AREA-1,SYS-GAMMA,10,7,27,12,3,18,7,2,3,2,2,6,3,1,70,normal,False
DEV-0049,PRODUCTION,2026/03/11 09:06:01 PM,ORD-017845,1674,FAB-A,AREA-3,SYS-ALPHA,19,7,16,16,4,7,10,2,5,5,1,4,1,48,2899,normal,False
DEV-0096,,2026/03/02 12:47:02 AM,ORD-017846,562,FAB-C,AREA-2,SYS-ALPHA,9,7,20,14,4,10,8,2,7,5,1,3,1,16,969,normal,False
DEV-0178,PRODUCTION,2026/03/09 04:51:59 PM,ORD-017847,29,FAB-C,AREA-2,SYS-ALPHA,12,7,22,17,5,12,12,1,5,4,1,5,1,1,72,normal,False
DEV-0179,ENGINEERING,2026/03/26 01:04:42 PM,ORD-017848,695,FAB-C,,SYS-BETA,266,6,20,12,4,14,8,2,4,3,1,2,1,17,1353,user_burst,False
DEV-0164,ENGINEERING,2026/03/11 09:06:20 AM,ORD-017849,10,FAB-A,AREA-2,SYS-ALPHA,25,4,25,13,1,16,8,2,6,2,1,3,3,1,85,normal,False
DEV-0134,,2026/03/20 12:35:18 AM,ORD-017850,43,FAB-B,AREA-3,SYS-ALPHA,22,6,18,12,4,11,10,1,2,1,1,5,1,1,82,normal,False
DEV-0124,STANDBY,2026/03/10 05:35:57 AM,ORD-017851,206,FAB-A,AREA-2,SYS-ALPHA,12,7,26,16,4,18,11,2,4,3,1,4,2,6,372,normal,False
DEV-0133,,2026/03/07 09:40:59 PM,ORD-017852,266,FAB-C,,SYS-ALPHA,13,5,23,16,2,17,10,1,2,2,2,4,4,5,313,normal,False
DEV-0097,ENGINEERING,2026/03/30 02:23:38 PM,ORD-017853,51,FAB-A,,SYS-ALPHA,193,7,18,8,6,8,5,2,5,2,1,5,1,1,80,user_burst,False
DEV-0108,,2026/03/16 07:21:20 AM,ORD-017854,35,FAB-B,AREA-3,SYS-BETA,2642,6,22,12,2,11,8,2,7,2,2,4,2,1,2702,queue_stuck,False
DEV-0071,ENGINEERING,2026/03/14 05:56:09 PM,ORD-017855,595,FAB-B,AREA-1,SYS-GAMMA,21,6,27,15,3,17,9,1,6,2,2,4,4,14,861,normal,False
DEV-0073,PRODUCTION,2026/03/16 12:48:00 AM,ORD-017856,550,FAB-B,AREA-3,SYS-BETA,1,4,24,14,1,16,8,2,3,3,1,5,3,9,541,normal,False
