device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds,_label,_is_slow_device
DEV-1615,SER-033,2026-03-24 16:00:00.136193,ORD-016546,245,FAB-C,AREA-2,SYS-ALPHA,11,6,19,15,4,10,11,1,6,3,1,3,1,6,371,normal,False
DEV-1163,,2026-03-31 02:54:11.679387,ORD-016547,158,FAB-C,AREA-3,SYS-GAMMA,7,8,17,14,4,9,7,2,4,5,2,4,2,5,307,normal,False
DEV-0508,,2026-03-07 23:25:42.380755,ORD-016548,112,FAB-C,AREA-3,SYS-ALPHA,82,6,12,15,4,6,10,1,3,3,1,3,2,2,202,normal,False
DEV-1227,MDL-008,2026-03-27 14:49:15.096335,ORD-016549,1973,FAB-B,AREA-2,SYS-BETA,15,6,27,17,4,19,10,1,6,4,1,2,3,49,2955,normal,False
DEV-0599,EQP-034,2026-03-24 17:09:16.303738,ORD-016550,10,FAB-C,,SYS-ALPHA,13,6,21,11,3,16,4,1,2,3,2,3,4,1,73,normal,False
DEV-0559,EQP-035,2026-03-02 17:01:14.566900,ORD-016551,276,FAB-B,AREA-3,SYS-BETA,25,5,23,11,2,15,5,2,5,5,1,3,1,5,325,normal,False
DEV-1110,TYP-012,2026-03-14 13:37:15.714543,ORD-016552,1522,FAB-C,AREA-1,SYS-ALPHA,4,5,20,11,3,13,8,1,5,2,1,2,1,31,1864,normal,False
DEV-0141,EQP-050,2026-03-03 05:40:04.747226,ORD-016553,107,FAB-B,AREA-2,SYS-ALPHA,8,6,22,10,2,16,6,2,3,2,2,3,2,2,128,normal,False
DEV-0219,,2026-03-07 06:44:36.015678,ORD-016554,644,FAB-A,,SYS-BETA,4,7,24,16,4,13,11,2,7,2,1,4,3,18,1084,normal,False
DEV-0104,,2026-03-04 16:09:10.189122,ORD-016555,781,FAB-A,,SYS-ALPHA,6,3,20,11,1,11,4,1,6,4,1,3,3,9,546,normal,False
DEV-0663,,2026-03-21 15:05:47.971735,ORD-016556,272,FAB-C,,SYS-ALPHA,32,6,15,14,4,7,8,1,4,3,1,4,3,6,392,normal,False
DEV-0189,,2026-03-28 11:46:29.215036,ORD-016557,29,FAB-C,,SYS-BETA,1,4,22,9,1,12,4,2,7,2,1,3,3,1,61,normal,False
DEV-1630,MDL-039,2026-03-08 09:31:07.215506,ORD-016558,298,FAB-C,AREA-1,SYS-BETA,16,5,23,10,2,15,4,2,5,3,1,3,3,6,376,normal,False
DEV-1647,SER-025,2026-03-03 09:40:01.154224,ORD-016559,2052,FAB-C,AREA-3,SYS-GAMMA,19,3,11,14,1,5,9,1,2,4,1,4,1,25,1519,normal,False
DEV-1392,EQP-034,2026-03-11 22:01:47.851860,ORD-016560,1456,FAB-A,AREA-1,SYS-BETA,6,4,13,7,2,6,5,1,5,1,1,2,1,24,1446,normal,False
DEV-1811,,2026-03-22 06:25:37.084612,ORD-016561,40,FAB-C,,SYS-ALPHA,4,6,24,14,3,18,8,2,3,5,1,3,1,1,64,normal,False
DEV-0015,EQP-021,2026-03-10 18:59:12.413695,ORD-016562,658,FAB-A,AREA-2,SYS-ALPHA,52,6,16,17,3,8,9,2,6,5,1,2,3,16,1012,normal,False
DEV-1367,TYP-041,2026-03-17 16:38:45.117108,ORD-016563,258,FAB-C,AREA-1,SYS-GAMMA,19,4,18,9,1,8,4,2,7,4,1,3,1,4,259,normal,False
DEV-0303,,2026-03-11 20:29:52.965314,ORD-016564,277,FAB-B,AREA-2,SYS-BETA,38,3,14,12,1,8,9,1,4,1,1,2,2,3,218,normal,False
DEV-0370,SER-029,2026-03-27 02:03:13.560269,ORD-016565,8,FAB-A,,SYS-BETA,5,6,12,17,3,5,10,2,3,4,1,4,3,1,65,normal,False
DEV-1216,,2026-03-03 04:59:01.812843,ORD-016566,1205,FAB-C,AREA-3,SYS-GAMMA,13,5,26,8,3,18,6,1,5,1,1,3,1,25,1513,normal,False
DEV-1572,MDL-032,2026-03-08 10:12:45.910266,ORD-016567,2227,FAB-C,AREA-3,SYS-ALPHA,12,9,21,15,5,12,8,2,3,3,2,6,4,83,4992,normal,False
DEV-1774,TYP-020,2026-03-24 13:21:00.227005,ORD-016568,263,FAB-A,AREA-1,SYS-BETA,41,8,19,15,6,9,10,1,6,2,1,4,3,8,521,normal,False
DEV-0121,EQP-034,2026-03-07 13:54:27.012759,ORD-016569,38,FAB-C,AREA-2,SYS-BETA,3,5,25,11,2,16,6,2,4,3,1,5,2,1,63,normal,False
DEV-0344,TYP-014,2026-03-21 10:33:44.832194,ORD-016570,46,FAB-C,AREA-1,SYS-ALPHA,168,4,23,10,1,11,4,2,7,5,1,5,1,1,84,user_burst,False
DEV-1591,EQP-021,2026-03-25 14:42:27.021123,ORD-016571,109,FAB-C,AREA-2,SYS-GAMMA,6,5,24,15,2,16,9,2,4,4,1,4,2,2,126,normal,False
DEV-1126,TYP-048,2026-03-23 21:28:15.210881,ORD-016572,9,FAB-A,AREA-2,SYS-BETA,1,5,17,14,3,9,9,1,5,4,1,3,1,1,61,normal,False
DEV-0679,SER-025,2026-03-20 21:02:31.678746,ORD-016573,1574,FAB-A,AREA-2,SYS-BETA,17,6,23,9,2,10,3,2,7,2,2,6,4,39,2357,normal,False
DEV-0529,EQP-050,2026-03-28 04:48:35.544279,ORD-016574,873,FAB-B,,SYS-ALPHA,102,6,25,9,4,16,4,2,6,3,1,3,2,21,1671,user_burst,False
DEV-1148,EQP-028,2026-03-03 10:21:07.724953,ORD-016575,39,FAB-B,,SYS-BETA,1,5,27,15,3,18,11,1,5,3,1,4,1,1,61,normal,False
DEV-1717,EQP-027,2026-03-08 17:16:34.567560,ORD-016576,333,FAB-B,AREA-1,SYS-GAMMA,24,7,18,12,4,8,6,2,5,4,1,5,2,9,564,normal,False
DEV-0676,EQP-035,2026-03-28 09:43:07.797055,ORD-016577,894,FAB-B,AREA-2,SYS-GAMMA,258,6,24,17,6,16,11,1,3,4,1,5,2,22,1735,user_burst,False
DEV-1858,TYP-040,2026-03-05 06:58:54.876104,ORD-016578,23,FAB-A,AREA-3,SYS-BETA,29,3,9,8,1,4,3,1,3,3,1,2,2,1,89,normal,False
DEV-0665,SER-037,2026-03-21 04:02:50.866882,ORD-016579,201,FAB-A,,SYS-GAMMA,22,5,22,16,2,15,10,2,4,5,1,3,1,4,262,normal,False
DEV-0950,SER-024,2026-03-24 02:12:39.292028,ORD-016580,1086,FAB-C,,SYS-ALPHA,1,5,17,8,3,8,5,1,6,1,1,3,2,22,1321,normal,False
DEV-0564,,2026-03-01 13:12:10.406734,ORD-016581,2168,FAB-C,AREA-3,SYS-GAMMA,14,6,12,13,3,7,7,1,2,2,2,3,4,54,3254,normal,False
DEV-1799,SER-030,2026-03-16 07:31:39.978740,ORD-016582,268,FAB-B,AREA-1,SYS-ALPHA,6,4,20,13,1,10,7,116,463,5,1,4,1,4,703,db_lock,False
DEV-1895,SER-030,2026-03-10 23:56:08.146758,ORD-016583,23,FAB-C,AREA-1,SYS-GAMMA,5,4,23,13,1,13,9,2,7,3,1,3,1,1,65,normal,False
DEV-1135,,2026-03-25 19:44:11.580486,ORD-016584,315,FAB-B,AREA-3,SYS-BETA,27,6,15,16,2,7,10,2,3,4,2,5,2,7,447,normal,False
DEV-1119,MDL-022,2026-03-08 14:01:11.476894,ORD-016585,1367,FAB-B,AREA-3,SYS-BETA,21,4,26,9,1,16,3,1,5,4,2,5,2,22,1341,normal,False
DEV-1360,EQP-010,2026-03-29 18:32:18.950832,ORD-016586,73,FAB-A,AREA-2,SYS-BETA,4,7,15,16,4,6,10,2,5,4,1,4,2,2,124,normal,False
DEV-0175,TYP-014,2026-03-22 22:45:14.005453,ORD-016587,76,FAB-B,AREA-3,SYS-BETA,29,4,14,11,2,8,6,1,4,2,1,2,3,1,89,normal,False
DEV-1906,TYP-005,2026-03-10 04:15:35.766104,ORD-016588,3613,FAB-A,AREA-3,SYS-BETA,40,8,24,17,6,14,14,1,5,1,1,5,2,120,7240,normal,False
DEV-1864,,2026-03-10 17:39:34.036130,ORD-016589,713,FAB-A,AREA-3,SYS-GAMMA,38,5,18,12,3,9,10,1,5,1,1,4,1,14,878,normal,False
DEV-0057,EQP-026,2026-03-09 07:17:06.689578,ORD-016590,1683,FAB-C,AREA-3,SYS-ALPHA,240,7,21,10,6,10,5,1,6,2,2,5,3,49,3862,user_burst,False
DEV-1841,TYP-001,2026-03-19 22:00:10.396547,ORD-016591,1081,FAB-C,,SYS-GAMMA,11,6,22,14,3,16,9,2,4,3,1,2,2,27,1631,normal,False
DEV-0002,MDL-007,2026-03-10 19:25:37.324553,ORD-016592,1808,FAB-A,,SYS-ALPHA,1,4,18,13,1,10,8,2,6,3,1,2,2,30,1801,normal,False
DEV-0841,SER-044,2026-03-10 03:02:01.342631,ORD-016593,5,FAB-B,,SYS-GAMMA,3,7,27,9,5,20,7,1,3,1,1,4,1,1,63,normal,False
DEV-0274,MDL-016,2026-03-26 04:36:36.024186,ORD-016594,107,FAB-C,,SYS-ALPHA,7,7,25,11,4,17,7,2,4,2,1,4,2,3,187,normal,False
DEV-1928,MDL-022,2026-03-08 00:46:15.999883,ORD-016595,251,FAB-A,AREA-3,SYS-GAMMA,1,4,18,9,1,8,4,2,7,2,1,3,3,4,241,normal,False
DEV-0431,MDL-003,2026-03-08 06:05:44.010710,ORD-016596,809,FAB-A,AREA-3,SYS-BETA,5,3,14,9,1,8,3,1,4,4,1,2,2,10,605,normal,False
DEV-1505,SER-017,2026-03-14 08:29:40.865692,ORD-016597,49,FAB-A,AREA-3,SYS-ALPHA,1,6,25,9,2,17,3,3,4,5,1,4,1,1,61,normal,False
DEV-1514,TYP-041,2026-03-24 03:08:26.077872,ORD-016598,90,FAB-A,AREA-3,SYS-BETA,2,3,17,12,1,11,9,1,3,1,1,3,2,1,62,normal,False
DEV-0501,,2026-03-13 03:27:07.792726,ORD-016599,818,FAB-A,AREA-3,SYS-BETA,8,24,33,31,21,23,23,2,7,5,1,3,3,81,4868,normal,True
DEV-0923,SER-045,2026-03-23 07:57:29.233489,ORD-016600,939,FAB-B,AREA-2,SYS-ALPHA,43,4,15,10,2,9,5,1,4,3,1,2,2,15,943,normal,False
DEV-1969,,2026-03-25 18:38:37.365699,ORD-016601,79,FAB-A,,SYS-GAMMA,9,4,12,14,1,4,8,2,4,5,1,4,1,1,69,normal,False
DEV-0440,EQP-034,2026-03-22 02:31:48.181199,ORD-016602,5,FAB-C,AREA-2,SYS-BETA,25,8,26,13,5,16,9,1,5,1,2,5,3,1,85,normal,False
DEV-0754,SER-047,2026-03-20 16:48:03.619614,ORD-016603,196,FAB-A,AREA-3,SYS-ALPHA,3,4,25,10,1,16,2,2,4,5,1,5,3,3,183,normal,False
DEV-1340,SER-030,2026-03-17 06:42:58.218985,ORD-016604,38,FAB-C,AREA-1,SYS-BETA,48,4,25,12,1,14,7,2,6,2,1,5,3,1,108,normal,False
DEV-1526,SER-045,2026-03-20 09:58:20.502955,ORD-016605,291,FAB-A,AREA-3,SYS-ALPHA,2,4,15,5,2,8,3,1,3,1,1,4,1,4,242,normal,False
DEV-1987,MDL-038,2026-03-09 13:22:03.930573,ORD-016606,2597,FAB-B,,SYS-BETA,3,6,23,19,2,17,10,2,3,5,2,3,4,64,3843,normal,False
DEV-0601,SER-037,2026-03-22 01:05:42.442255,ORD-016607,293,FAB-C,AREA-1,SYS-ALPHA,4,8,28,12,5,20,7,2,4,2,1,4,3,9,544,normal,False
DEV-1909,SER-025,2026-03-12 20:55:47.189932,ORD-016608,582,FAB-B,AREA-2,SYS-GAMMA,8,6,16,16,3,8,11,2,4,4,1,4,1,14,848,normal,False
DEV-0369,TYP-042,2026-03-08 17:21:12.131175,ORD-016609,1911,FAB-C,AREA-2,SYS-BETA,26,5,22,12,3,12,6,1,5,3,1,5,3,39,2366,normal,False
DEV-0001,SER-018,2026-03-28 02:06:41.180739,ORD-016610,292,FAB-A,AREA-2,SYS-BETA,8,7,26,12,4,15,9,2,7,2,1,4,1,8,488,normal,False
DEV-0627,,2026-03-22 15:03:35.710975,ORD-016611,245,FAB-B,,SYS-GAMMA,2,6,16,7,2,7,3,2,6,2,2,3,2,6,362,normal,False
DEV-1428,SER-019,2026-03-21 17:50:48.934240,ORD-016612,84,FAB-B,AREA-1,SYS-GAMMA,16,4,15,13,2,8,7,1,4,3,1,3,3,1,76,normal,False
DEV-1048,TYP-013,2026-03-21 22:02:12.669421,ORD-016613,118,FAB-B,AREA-3,SYS-GAMMA,7,6,20,9,3,11,4,2,6,4,1,3,1,2,127,normal,False
DEV-0009,SER-018,2026-03-10 08:57:15.357390,ORD-016614,225,FAB-B,AREA-3,SYS-ALPHA,17,6,14,14,4,10,10,1,2,3,1,2,1,5,317,normal,False
DEV-1730,MDL-031,2026-03-22 06:10:30.558541,ORD-016615,36,FAB-A,AREA-1,SYS-GAMMA,2,3,23,8,1,15,4,1,3,3,1,5,1,1,62,normal,False
DEV-1016,TYP-004,2026-03-04 22:53:40.868992,ORD-016616,9,FAB-A,AREA-2,SYS-GAMMA,9,3,17,8,1,12,4,1,2,1,1,3,3,1,69,normal,False
DEV-1683,SER-015,2026-03-26 03:22:26.638638,ORD-016617,1821,FAB-C,AREA-2,SYS-ALPHA,39,5,22,14,3,16,8,1,4,3,1,2,3,37,2259,normal,False
DEV-1651,MDL-032,2026-03-27 02:25:52.060176,ORD-016618,414,FAB-C,AREA-1,SYS-ALPHA,13,3,14,9,1,5,3,1,5,3,1,4,3,5,313,normal,False
DEV-1900,SER-017,2026-03-23 17:09:43.105924,ORD-016619,19,FAB-B,AREA-2,SYS-BETA,1,8,22,17,4,16,10,2,3,4,2,3,3,1,61,normal,False
DEV-1896,SER-030,2026-03-18 21:15:21.545314,ORD-016620,160,FAB-B,,SYS-GAMMA,3,4,19,11,1,14,5,2,3,3,1,2,3,2,123,normal,False
DEV-0455,,2026-03-22 00:20:12.136957,ORD-016621,167,FAB-A,AREA-1,SYS-GAMMA,6,5,21,9,1,12,2,3,5,5,1,4,2,3,186,normal,False
DEV-0256,EQP-049,2026-03-14 23:05:39.914202,ORD-016622,23,FAB-B,,SYS-ALPHA,41,8,18,13,5,9,10,2,6,2,1,3,1,1,101,normal,False
DEV-1765,,2026-03-09 05:41:18.812066,ORD-016623,19,FAB-B,AREA-2,SYS-GAMMA,2,5,18,12,3,9,8,1,4,3,1,5,1,1,62,normal,False
DEV-1350,TYP-042,2026-03-01 23:03:31.826706,ORD-016624,19,FAB-B,AREA-1,SYS-GAMMA,22,7,17,12,4,11,5,2,3,4,1,3,3,1,82,normal,False
DEV-0551,TYP-013,2026-03-03 22:12:52.007798,ORD-016625,163,FAB-C,AREA-3,SYS-ALPHA,3,8,25,15,5,15,11,2,5,3,1,5,1,5,303,normal,False
DEV-1216,,2026-03-26 08:28:58.440265,ORD-016626,107,FAB-C,AREA-3,SYS-GAMMA,33,4,20,6,2,12,3,1,6,2,1,2,1,1,93,normal,False
DEV-1310,EQP-010,2026-03-04 10:05:14.238205,ORD-016627,1082,FAB-B,AREA-3,SYS-ALPHA,1,6,13,9,3,6,4,2,5,4,1,2,1,27,1621,normal,False
DEV-0829,EQP-023,2026-03-02 05:43:48.907420,ORD-016628,89,FAB-B,AREA-2,SYS-GAMMA,1,6,29,11,4,19,5,1,6,4,1,4,2,2,121,normal,False
DEV-0210,SER-047,2026-03-09 13:01:03.349356,ORD-016629,7,FAB-C,AREA-3,SYS-ALPHA,10,5,19,10,3,12,5,1,3,3,1,4,2,1,70,normal,False
DEV-0410,SER-002,2026-03-09 07:00:40.903205,ORD-016630,202,FAB-B,AREA-1,SYS-BETA,7,7,24,17,3,13,10,2,5,5,2,6,2,5,307,normal,False
DEV-0511,MDL-007,2026-03-23 04:50:33.682617,ORD-016631,604,FAB-A,AREA-3,SYS-GAMMA,18,5,22,10,3,15,6,1,5,2,1,2,2,12,738,normal,False
DEV-1159,TYP-011,2026-03-04 19:43:23.554064,ORD-016632,7,FAB-B,AREA-1,SYS-ALPHA,19,5,17,11,3,9,6,1,5,4,1,3,1,1,79,normal,False
DEV-1535,SER-025,2026-03-25 15:25:36.419285,ORD-016633,1440,FAB-C,AREA-3,SYS-BETA,1,3,21,7,1,12,4,1,4,1,1,5,2,18,1081,normal,False
DEV-1231,SER-030,2026-03-31 05:56:47.054561,ORD-016634,2723,FAB-C,AREA-2,SYS-BETA,1,3,17,13,1,7,9,1,5,1,1,5,3,34,2041,normal,False
DEV-0689,,2026-03-14 12:22:43.825596,ORD-016635,3488,FAB-C,AREA-3,SYS-GAMMA,17,9,21,13,6,10,9,2,7,3,1,4,1,130,7817,normal,False
DEV-1880,SER-018,2026-03-26 07:12:40.724654,ORD-016636,798,FAB-B,AREA-1,SYS-BETA,7,9,28,16,5,17,9,3,7,4,1,4,3,29,1747,normal,False
DEV-0104,,2026-03-14 15:07:57.835059,ORD-016637,115,FAB-A,,SYS-ALPHA,4,6,29,8,3,18,5,2,6,2,1,5,1,2,124,normal,False
DEV-1649,SER-002,2026-03-08 04:04:31.296861,ORD-016638,65,FAB-B,,SYS-ALPHA,17,4,21,8,1,9,5,2,7,2,1,5,1,1,77,normal,False
DEV-0809,EQP-010,2026-03-11 08:43:01.322045,ORD-016639,33,FAB-B,AREA-3,SYS-BETA,3,6,17,12,3,10,6,2,3,5,1,4,1,1,63,normal,False
DEV-1673,EQP-050,2026-03-25 03:40:26.554105,ORD-016640,912,FAB-A,AREA-1,SYS-ALPHA,18,3,19,5,1,13,2,1,4,1,1,2,2,11,678,normal,False
DEV-1801,SER-030,2026-03-21 02:32:54.028800,ORD-016641,1619,FAB-A,AREA-3,SYS-BETA,1,3,22,10,1,16,6,1,4,3,1,2,1,20,1201,normal,False
DEV-0834,MDL-039,2026-03-26 03:10:05.721171,ORD-016642,7,FAB-A,,SYS-BETA,45,7,16,13,4,10,8,2,4,4,1,2,1,1,105,normal,False
DEV-1721,EQP-023,2026-03-28 02:28:47.332191,ORD-016643,153,FAB-A,AREA-2,SYS-ALPHA,24,4,18,12,2,13,8,1,3,2,1,2,2,2,144,normal,False
DEV-0060,SER-018,2026-03-04 12:23:50.345279,ORD-016644,427,FAB-B,AREA-2,SYS-ALPHA,12,4,14,8,2,8,5,1,4,1,1,2,2,7,432,normal,False
DEV-0161,SER-002,2026-03-28 13:12:17.730117,ORD-016645,34,FAB-B,AREA-3,SYS-GAMMA,25,7,27,17,4,19,11,2,3,3,1,5,3,1,85,normal,False
DEV-1678,SER-033,2026-03-27 15:40:35.845968,ORD-016646,1287,FAB-C,,SYS-GAMMA,8,7,24,12,3,13,8,2,5,2,2,6,2,37,2228,normal,False
DEV-1515,TYP-042,2026-03-20 05:34:26.492660,ORD-016647,7,FAB-C,AREA-3,SYS-BETA,12,8,16,17,5,10,12,2,4,2,1,2,3,1,72,normal,False
DEV-0816,TYP-012,2026-03-27 20:53:36.354069,ORD-016648,45,FAB-C,AREA-2,SYS-BETA,9,7,20,17,3,11,11,2,3,4,2,6,2,1,69,normal,False
DEV-0224,SER-025,2026-03-21 12:23:40.110927,ORD-016649,1348,FAB-B,,SYS-BETA,4,6,21,17,3,14,11,2,4,5,1,3,1,33,1984,normal,False
DEV-0477,MDL-003,2026-03-30 03:03:36.560602,ORD-016650,5,FAB-B,,SYS-GAMMA,5,5,23,12,3,18,10,1,3,1,1,2,1,1,65,normal,False
DEV-1192,TYP-042,2026-03-30 03:21:57.285472,ORD-016651,50,FAB-A,AREA-1,SYS-ALPHA,1,8,23,19,5,14,11,2,4,5,1,5,3,1,61,normal,False
DEV-1392,EQP-034,2026-03-12 01:50:23.912960,ORD-016652,49,FAB-A,AREA-1,SYS-BETA,30,5,19,13,2,10,8,1,6,3,2,3,2,1,90,normal,False
DEV-0197,TYP-001,2026-03-16 06:19:03.494571,ORD-016653,459,FAB-C,AREA-2,SYS-ALPHA,13,6,21,14,2,9,10,3,7,3,1,5,1,11,673,normal,False
DEV-0241,SER-006,2026-03-24 21:20:46.711348,ORD-016654,242,FAB-C,AREA-1,SYS-BETA,13,3,19,8,1,9,2,1,5,3,1,5,3,3,193,normal,False
DEV-0839,TYP-009,2026-03-19 23:41:22.161382,ORD-016655,461,FAB-A,,SYS-GAMMA,11,5,15,10,2,8,5,2,3,3,1,4,2,9,551,normal,False
DEV-0042,,2026-03-22 02:34:56.854616,ORD-016656,21,FAB-C,AREA-2,SYS-GAMMA,14,5,24,8,3,17,5,1,2,1,1,5,2,1,74,normal,False
DEV-1389,,2026-03-19 07:43:10.373339,ORD-016657,1899,FAB-A,AREA-3,SYS-GAMMA,3,6,19,16,3,12,9,2,4,4,1,3,3,47,2823,normal,False
DEV-0961,TYP-009,2026-03-18 04:39:50.273568,ORD-016658,79,FAB-C,,SYS-ALPHA,13,3,20,10,1,11,6,1,6,3,1,3,1,1,73,normal,False
DEV-0666,,2026-03-23 09:52:35.482542,ORD-016659,754,FAB-B,AREA-1,SYS-BETA,60,6,18,14,4,9,11,1,5,2,1,4,1,18,1140,normal,False
DEV-0236,EQP-010,2026-03-01 15:54:29.161044,ORD-016660,437,FAB-B,AREA-2,SYS-ALPHA,131,5,22,8,3,15,5,2,5,2,1,2,1,9,711,user_burst,False
DEV-1543,MDL-003,2026-03-12 19:49:23.564532,ORD-016661,730,FAB-C,,SYS-GAMMA,3,6,25,17,4,14,11,1,6,3,1,5,3,18,1083,normal,False
DEV-0633,,2026-03-26 12:18:39.307336,ORD-016662,21,FAB-B,AREA-1,SYS-ALPHA,5,6,18,11,2,11,3,2,3,4,2,4,4,1,65,normal,False
DEV-1504,SER-029,2026-03-19 22:28:26.661030,ORD-016663,23,FAB-B,AREA-3,SYS-BETA,5,7,27,12,4,18,9,2,7,2,1,2,1,1,65,normal,False
DEV-0147,SER-017,2026-03-19 02:37:53.452448,ORD-016664,896,FAB-A,AREA-3,SYS-GAMMA,20,4,23,7,2,15,3,1,3,1,1,5,3,14,860,normal,False
DEV-1832,MDL-036,2026-03-06 02:43:45.692127,ORD-016665,86,FAB-B,AREA-3,SYS-BETA,22,6,25,14,3,18,10,2,4,2,1,3,2,2,142,normal,False
DEV-1967,,2026-03-17 11:22:35.224444,ORD-016666,185,FAB-B,AREA-1,SYS-ALPHA,8,4,11,15,1,4,8,2,5,5,1,2,2,3,188,normal,False
DEV-1104,TYP-011,2026-03-02 04:57:31.919841,ORD-016667,6,FAB-B,AREA-1,SYS-BETA,6,4,20,15,2,15,10,1,2,4,1,3,1,1,66,normal,False
DEV-1685,MDL-032,2026-03-01 11:53:35.937505,ORD-016668,179,FAB-C,AREA-3,SYS-BETA,4,3,17,12,1,9,7,1,4,3,1,4,2,2,124,normal,False
DEV-0580,SER-024,2026-03-14 17:29:22.773222,ORD-016669,1136,FAB-A,,SYS-ALPHA,30,4,11,9,2,4,6,1,4,1,1,3,2,18,1110,normal,False
DEV-0385,,2026-03-07 21:37:49.393793,ORD-016670,215,FAB-C,AREA-1,SYS-GAMMA,12,6,23,15,3,11,9,1,6,2,2,6,4,5,312,normal,False
DEV-0004,SER-047,2026-03-22 07:47:56.217151,ORD-016671,1299,FAB-B,AREA-1,SYS-BETA,6,5,14,15,2,4,10,1,6,2,2,4,3,27,1626,normal,False
DEV-0575,SER-030,2026-03-24 00:14:18.472983,ORD-016672,120,FAB-A,AREA-2,SYS-GAMMA,12,5,25,12,3,18,5,1,5,4,1,2,3,2,132,normal,False
DEV-1915,EQP-035,2026-03-07 20:58:38.291003,ORD-016673,993,FAB-B,AREA-3,SYS-GAMMA,17,5,12,14,3,5,8,1,5,4,1,2,2,20,1217,normal,False
DEV-0595,SER-024,2026-03-20 19:07:16.928471,ORD-016674,29,FAB-B,AREA-1,SYS-BETA,7,4,12,10,2,4,5,1,4,4,1,4,1,1,67,normal,False
DEV-1010,TYP-013,2026-03-16 13:51:32.694046,ORD-016675,46,FAB-B,AREA-3,SYS-ALPHA,3,7,25,19,4,18,12,2,3,5,1,4,2,1,63,normal,False
DEV-1168,SER-045,2026-03-08 20:37:48.542763,ORD-016676,274,FAB-A,AREA-2,SYS-GAMMA,11,4,23,11,1,14,7,2,7,3,1,2,1,4,251,normal,False
DEV-0485,MDL-008,2026-03-03 03:19:04.520002,ORD-016677,605,FAB-B,AREA-1,SYS-GAMMA,8,4,21,9,1,11,4,2,7,4,1,3,1,10,608,normal,False
DEV-1476,SER-037,2026-03-08 13:50:22.154889,ORD-016678,6,FAB-C,AREA-2,SYS-BETA,8,5,20,12,2,14,5,2,4,4,1,2,3,1,68,normal,False
DEV-0998,EQP-035,2026-03-24 18:17:41.532082,ORD-016679,25,FAB-B,AREA-3,SYS-GAMMA,4,5,13,10,3,8,6,1,3,1,1,2,3,1,64,normal,False
DEV-0337,TYP-042,2026-03-14 00:39:52.714984,ORD-016680,977,FAB-A,,SYS-GAMMA,14,5,13,13,3,7,9,1,2,1,1,4,3,20,1214,normal,False
DEV-1802,MDL-039,2026-03-09 01:10:05.641705,ORD-016681,434,FAB-C,AREA-2,SYS-GAMMA,1,3,21,7,1,14,5,1,4,1,1,3,1,5,301,normal,False
DEV-1428,SER-019,2026-03-30 14:39:19.957798,ORD-016682,1368,FAB-B,AREA-1,SYS-GAMMA,39,5,18,10,3,8,6,1,5,1,1,5,3,28,1719,normal,False
DEV-1353,TYP-042,2026-03-09 23:06:10.741947,ORD-016683,33,FAB-B,AREA-3,SYS-GAMMA,2,4,14,12,1,3,9,2,7,2,1,4,1,1,62,normal,False
DEV-1337,MDL-036,2026-03-07 05:02:52.620998,ORD-016684,271,FAB-B,,SYS-GAMMA,1,4,25,10,1,14,6,2,6,2,1,5,2,4,241,normal,False
DEV-0320,,2026-03-27 06:45:06.460954,ORD-016685,987,FAB-B,AREA-3,SYS-GAMMA,1,4,18,10,2,11,3,1,2,4,1,5,3,16,961,normal,False
DEV-1239,EQP-026,2026-03-06 10:32:56.505279,ORD-016686,1429,FAB-B,AREA-3,SYS-BETA,44,6,23,12,2,14,5,2,6,5,2,3,2,35,2144,normal,False
DEV-1334,SER-047,2026-03-10 17:18:11.570781,ORD-016687,895,FAB-C,AREA-1,SYS-GAMMA,1,5,16,14,2,8,6,2,4,5,1,4,3,18,1081,normal,False
DEV-1230,,2026-03-20 11:38:42.248381,ORD-016688,268,FAB-C,AREA-1,SYS-BETA,5,5,24,12,3,14,7,1,6,2,1,4,3,5,305,normal,False
DEV-1085,EQP-026,2026-03-12 19:07:20.104617,ORD-016689,592,FAB-B,AREA-2,SYS-ALPHA,27,4,21,9,1,11,5,2,5,2,1,5,2,9,567,normal,False
DEV-1851,SER-030,2026-03-16 23:35:12.746439,ORD-016690,884,FAB-C,,SYS-GAMMA,1,6,20,8,3,11,4,2,4,3,1,5,1,22,1321,normal,False
DEV-1585,SER-030,2026-03-17 07:40:51.159457,ORD-016691,1128,FAB-C,,SYS-ALPHA,6,6,26,13,4,17,7,1,4,3,1,5,3,28,1686,normal,False
DEV-0413,EQP-026,2026-03-11 20:26:41.959976,ORD-016692,6,FAB-A,AREA-3,SYS-ALPHA,19,5,25,15,3,15,9,1,6,4,1,4,2,1,79,normal,False
DEV-1316,TYP-012,2026-03-03 16:16:53.777014,ORD-016693,263,FAB-A,AREA-3,SYS-ALPHA,13,6,15,15,3,6,9,2,7,3,1,2,3,6,373,normal,False
