device_id,device_mode_name,order_created_at,order_id,file_count,loc_1,loc_2,system_name,queue_duration_seconds,per_file_duration_avg_seconds,per_file_duration_max_seconds,per_file_duration_p95_seconds,device_duration_avg_seconds,device_duration_max_seconds,device_duration_p95_seconds,db_duration_avg_seconds,db_duration_max_seconds,db_duration_p95_seconds,inner_processing_duration_avg_seconds,inner_processing_duration_max_seconds,inner_processing_duration_p95_seconds,total_file_duration_minutes,total_duration_seconds
DEV-0174,SER-017,2026/03/30 07:12:44 AM,ORD-018953,23,FAB-A,,SYS-ALPHA,230,4,26,12,3,17,8,1,4,3,1,5,1,1,97
DEV-0016,SER-018,2026/03/11 03:13:46 AM,ORD-018954,631,FAB-C,AREA-1,SYS-GAMMA,2,5,13,12,3,5,5,1,5,4,1,3,3,13,782
DEV-0039,SER-024,2026/03/29 08:49:53 AM,ORD-018955,1784,FAB-A,AREA-1,SYS-GAMMA,9,4,12,16,2,7,10,1,3,4,1,2,2,29,1749
DEV-0199,SER-002,2026/03/23 05:21:22 PM,ORD-018956,333,FAB-B,AREA-3,SYS-ALPHA,30,7,16,12,5,9,6,1,4,3,1,3,3,9,570
DEV-0046,EQP-034,2026/03/22 06:07:13 PM,ORD-018957,40,FAB-C,,SYS-ALPHA,1,6,20,18,4,11,12,1,6,3,1,3,3,1,61
DEV-0043,SER-047,2026/03/08 02:11:40 PM,ORD-018958,293,FAB-B,AREA-1,SYS-GAMMA,1,4,24,16,2,16,10,1,4,3,1,4,3,4,241
DEV-0124,,2026/03/25 03:21:41 AM,ORD-018959,4501,FAB-C,AREA-2,SYS-BETA,16,3,13,16,1,5,9,1,3,4,1,5,3,56,3376
DEV-0198,SER-037,2026/03/18 04:43:20 PM,ORD-018960,1238,FAB-C,,SYS-BETA,14,5,14,11,2,8,5,2,4,3,1,2,3,25,1514
DEV-0046,EQP-034,2026/03/13 02:22:55 AM,ORD-018961,636,FAB-C,,SYS-ALPHA,6,6,25,16,4,16,11,1,4,2,1,5,3,15,906
DEV-0150,TYP-040,2026/03/06 04:35:25 AM,ORD-018962,616,FAB-C,,SYS-GAMMA,18,8,26,13,5,17,9,1,5,1,2,4,3,20,1218
DEV-0051,SER-002,2026/03/31 04:36:18 AM,ORD-018963,239,FAB-C,AREA-2,SYS-GAMMA,6,3,14,6,1,10,2,1,2,2,1,2,2,2,126
DEV-0197,,2026/03/13 01:55:43 PM,ORD-018964,10,FAB-B,AREA-2,SYS-BETA,1,5,21,8,2,15,3,2,3,2,1,3,3,1,61
DEV-0157,SER-025,2026/03/06 04:46:18 AM,ORD-018965,45,FAB-C,AREA-2,SYS-GAMMA,51,5,19,12,3,14,6,1,2,3,1,3,3,1,111
DEV-0040,EQP-021,2026/03/18 05:27:21 AM,ORD-018966,959,FAB-B,AREA-1,SYS-ALPHA,11,6,15,13,3,5,10,2,7,2,1,3,1,23,1391
DEV-0175,TYP-048,2026/03/15 05:05:43 AM,ORD-018967,407,FAB-C,AREA-1,SYS-BETA,6,5,20,13,3,12,9,1,6,3,1,2,1,8,486
DEV-0058,,2026/03/11 08:19:52 PM,ORD-018968,125,FAB-B,,SYS-ALPHA,8,6,20,11,4,15,5,1,2,3,1,3,3,3,188
DEV-0030,TYP-005,2026/03/22 02:46:22 AM,ORD-018969,1519,FAB-B,,SYS-GAMMA,286,5,21,11,4,12,5,1,6,4,1,3,2,31,2427
DEV-0077,SER-033,2026/03/11 08:31:50 PM,ORD-018970,50,FAB-A,AREA-2,SYS-ALPHA,24,5,16,11,2,9,4,1,2,3,2,5,4,1,84
DEV-0106,SER-044,2026/03/29 01:14:14 AM,ORD-018971,23,FAB-A,AREA-1,SYS-BETA,3,5,18,9,1,10,2,2,4,5,2,4,2,1,63
DEV-0116,EQP-043,2026/03/01 08:23:49 AM,ORD-018972,207,FAB-A,,SYS-BETA,32,4,18,12,2,9,5,1,6,4,1,3,3,3,212
DEV-0081,EQP-043,2026/03/30 12:55:53 PM,ORD-018973,576,FAB-C,AREA-3,SYS-BETA,4,4,23,9,1,13,2,2,6,4,1,4,3,9,544
DEV-0150,TYP-040,2026/03/19 08:39:00 AM,ORD-018974,14,FAB-C,,SYS-GAMMA,1,6,20,16,3,15,11,2,3,2,1,2,3,1,61
DEV-0003,TYP-013,2026/03/23 08:11:47 AM,ORD-018975,425,FAB-C,,SYS-ALPHA,1,7,19,12,5,12,10,1,3,1,1,4,1,12,721
DEV-0096,MDL-022,2026/03/15 12:57:36 PM,ORD-018976,161,FAB-A,AREA-3,SYS-GAMMA,3,5,13,9,2,4,5,2,6,2,1,3,2,3,183
DEV-0149,TYP-009,2026/03/30 06:05:51 AM,ORD-018977,191,FAB-B,AREA-3,SYS-BETA,200,5,17,16,3,11,10,2,3,3,1,3,3,3,235
DEV-0162,SER-025,2026/03/29 05:23:43 PM,ORD-018978,666,FAB-B,AREA-1,SYS-BETA,5,3,17,13,1,9,9,1,5,2,1,3,2,8,485
DEV-0123,MDL-039,2026/03/26 02:39:18 PM,ORD-018979,543,FAB-C,AREA-1,SYS-BETA,7,4,15,13,2,9,8,1,2,4,1,4,1,9,547
DEV-0165,SER-015,2026/03/07 06:06:14 AM,ORD-018980,132,FAB-B,,SYS-BETA,16,5,20,13,2,8,7,2,7,4,1,5,2,2,136
DEV-0067,TYP-042,2026/03/04 04:17:28 AM,ORD-018981,1733,FAB-C,AREA-1,SYS-ALPHA,6,5,13,15,3,6,8,1,2,4,1,5,3,36,2166
DEV-0040,EQP-021,2026/03/21 09:06:23 AM,ORD-018982,14,FAB-B,AREA-1,SYS-ALPHA,18,4,16,11,2,8,8,1,5,2,1,3,1,1,78
DEV-0100,SER-017,2026/03/14 10:57:50 PM,ORD-018983,22,FAB-A,,SYS-GAMMA,25,3,16,10,1,6,6,1,5,2,1,5,2,1,85
DEV-0149,TYP-009,2026/03/22 09:31:27 PM,ORD-018984,3274,FAB-B,AREA-3,SYS-BETA,7,4,15,14,2,7,8,1,6,3,1,2,3,54,3247
DEV-0182,TYP-020,2026/03/05 04:26:21 AM,ORD-018985,5,FAB-A,AREA-1,SYS-BETA,1,3,15,7,1,10,3,1,3,3,1,2,1,1,61
DEV-0066,SER-029,2026/03/27 05:35:43 PM,ORD-018986,1630,FAB-C,AREA-1,SYS-ALPHA,22,6,11,17,3,6,11,1,2,3,2,3,3,40,2422
DEV-0060,EQP-028,2026/03/11 01:17:46 AM,ORD-018987,857,FAB-B,,SYS-GAMMA,14,4,16,9,1,6,4,2,6,2,1,4,3,14,854
DEV-0044,EQP-050,2026/03/19 01:50:14 PM,ORD-018988,278,FAB-A,AREA-2,SYS-GAMMA,1,7,28,15,5,20,10,1,5,4,1,3,1,8,481
DEV-0044,EQP-050,2026/03/02 05:40:01 PM,ORD-018989,56,FAB-A,AREA-2,SYS-GAMMA,66,6,27,12,3,16,6,2,6,5,1,5,1,1,126
DEV-0014,SER-018,2026/03/07 12:29:00 AM,ORD-018990,195,FAB-B,AREA-3,SYS-ALPHA,54,6,13,14,2,5,7,3,6,5,1,2,2,4,294
DEV-0194,,2026/03/21 04:26:27 AM,ORD-018991,194,FAB-C,,SYS-BETA,1,6,16,12,3,6,9,2,6,2,1,4,1,4,241
DEV-0042,TYP-004,2026/03/14 09:43:29 AM,ORD-018992,239,FAB-A,AREA-1,SYS-ALPHA,22,8,29,14,4,19,6,3,5,5,1,5,3,7,442
DEV-0052,SER-015,2026/03/02 10:15:59 PM,ORD-018993,7,FAB-A,AREA-1,SYS-GAMMA,65,6,20,9,3,11,5,2,4,3,1,5,1,1,125
DEV-0177,MDL-003,2026/03/19 03:23:11 PM,ORD-018994,41,FAB-A,AREA-2,SYS-ALPHA,15,8,14,17,5,8,10,2,4,4,1,2,3,1,75
DEV-0182,TYP-020,2026/03/30 03:56:01 PM,ORD-018995,961,FAB-A,AREA-1,SYS-BETA,57,9,29,13,6,21,7,2,3,5,1,5,1,36,2217
DEV-0158,TYP-014,2026/03/04 04:12:16 AM,ORD-018996,921,FAB-A,,SYS-BETA,4,5,19,16,2,11,8,2,3,5,1,5,3,19,1144
DEV-0092,,2026/03/26 05:10:21 AM,ORD-018997,12,FAB-C,AREA-3,SYS-GAMMA,35,4,19,6,2,10,3,1,5,1,1,4,2,1,95
DEV-0166,SER-002,2026/03/13 05:31:21 PM,ORD-018998,1735,FAB-B,AREA-3,SYS-GAMMA,15,7,17,14,4,10,8,2,5,5,1,2,1,50,3015
DEV-0022,TYP-005,2026/03/28 02:28:21 AM,ORD-018999,428,FAB-A,AREA-3,SYS-ALPHA,132,4,24,9,1,13,2,2,7,5,1,4,2,7,572
DEV-0140,,2026/03/27 10:32:08 PM,ORD-019000,5,FAB-A,AREA-2,SYS-ALPHA,11,8,21,16,4,11,11,2,4,3,2,6,2,1,71
DEV-0124,,2026/03/25 10:28:55 PM,ORD-019001,46,FAB-C,AREA-2,SYS-BETA,11,4,25,15,1,16,8,2,7,4,1,2,3,1,71
DEV-0004,SER-029,2026/03/08 08:14:52 AM,ORD-019002,361,FAB-C,AREA-3,SYS-ALPHA,18,7,29,13,5,20,9,1,4,1,1,5,3,10,618
DEV-0185,SER-045,2026/03/14 03:21:26 AM,ORD-019003,49,FAB-C,AREA-2,SYS-ALPHA,12,3,15,12,103,316,9,1,3,2,1,4,1,1,380
DEV-0196,,2026/03/04 10:35:59 AM,ORD-019004,97,FAB-A,AREA-1,SYS-BETA,33,6,15,10,2,5,5,2,5,3,2,5,2,2,153
DEV-0181,TYP-011,2026/03/30 10:23:03 AM,ORD-019005,1843,FAB-C,AREA-1,SYS-ALPHA,31,7,20,16,4,12,10,2,4,4,1,4,2,53,3211
DEV-0175,TYP-048,2026/03/15 05:54:57 PM,ORD-019006,41,FAB-C,AREA-1,SYS-BETA,19,9,24,13,6,17,7,2,4,3,1,3,3,1,79
DEV-0051,SER-002,2026/03/10 10:24:48 PM,ORD-019007,290,FAB-C,AREA-2,SYS-GAMMA,7,5,24,8,3,16,4,1,5,2,1,3,2,6,367
DEV-0192,EQP-010,2026/03/06 08:51:26 AM,ORD-019008,40,FAB-B,AREA-2,SYS-GAMMA,5,4,25,13,1,14,6,2,7,4,1,4,3,1,65
DEV-0177,MDL-003,2026/03/06 06:23:32 AM,ORD-019009,17,FAB-A,AREA-2,SYS-ALPHA,2,4,19,10,1,13,4,2,3,5,1,3,1,1,62
DEV-0101,SER-046,2026/03/25 01:04:15 AM,ORD-019010,76,FAB-B,AREA-1,SYS-ALPHA,29,6,18,13,3,8,8,2,6,4,1,4,1,1,89
DEV-0062,EQP-026,2026/03/25 03:00:48 PM,ORD-019011,48,FAB-C,AREA-3,SYS-ALPHA,1,13,34,21,10,24,17,2,7,3,1,3,1,2,121
DEV-0193,EQP-034,2026/03/16 09:54:30 AM,ORD-019012,50,FAB-C,AREA-3,SYS-GAMMA,2,5,13,9,3,6,5,1,4,3,1,3,1,1,62
DEV-0080,MDL-039,2026/03/06 02:08:37 PM,ORD-019013,33,FAB-A,AREA-1,SYS-BETA,1,7,18,15,3,6,9,2,7,3,2,5,3,1,61
DEV-0025,MDL-016,2026/03/06 06:49:19 AM,ORD-019014,1662,FAB-C,AREA-3,SYS-GAMMA,9,5,23,9,2,17,3,1,2,2,2,4,4,34,2049
DEV-0161,,2026/03/13 07:02:24 AM,ORD-019015,7,FAB-C,AREA-1,SYS-GAMMA,8,6,25,12,3,18,4,2,4,5,1,3,3,1,68
DEV-0102,TYP-005,2026/03/14 12:22:33 PM,ORD-019016,91,FAB-C,AREA-2,SYS-GAMMA,19,7,17,8,3,10,4,3,5,3,1,2,1,2,139
DEV-0074,MDL-038,2026/03/02 06:59:48 AM,ORD-019017,64,FAB-C,AREA-1,SYS-GAMMA,16,6,24,14,4,18,10,1,3,2,1,3,2,1,76
DEV-0015,SER-024,2026/03/28 03:14:56 PM,ORD-019018,1420,FAB-B,AREA-2,SYS-GAMMA,22,7,17,11,4,9,6,2,4,3,1,4,2,41,2482
DEV-0025,MDL-016,2026/03/18 06:25:40 PM,ORD-019019,115,FAB-C,AREA-3,SYS-GAMMA,36,4,12,14,1,4,9,2,3,4,1,5,1,1,96
DEV-0120,MDL-008,2026/03/29 06:49:06 PM,ORD-019020,47,FAB-B,AREA-2,SYS-GAMMA,51,4,19,7,1,13,2,2,4,4,1,2,1,1,111
DEV-0092,,2026/03/11 02:19:52 PM,ORD-019021,46,FAB-C,AREA-3,SYS-GAMMA,39,4,16,8,1,8,3,2,3,2,1,5,3,1,99
DEV-0120,MDL-008,2026/03/17 03:50:22 AM,ORD-019022,679,FAB-B,AREA-2,SYS-GAMMA,7,8,16,15,5,8,9,2,3,5,1,5,1,22,1327
DEV-0193,EQP-034,2026/03/11 04:49:23 AM,ORD-019023,14,FAB-C,AREA-3,SYS-GAMMA,5,3,20,13,1,13,9,1,3,3,1,4,1,1,65
DEV-0012,TYP-005,2026/03/17 10:49:39 PM,ORD-019024,36,FAB-A,AREA-2,SYS-BETA,10,5,20,10,3,13,4,1,5,3,1,2,3,1,70
DEV-0111,,2026/03/10 04:54:53 AM,ORD-019025,1741,FAB-C,AREA-2,SYS-BETA,20,8,14,17,5,7,11,2,3,4,1,4,2,58,3500
DEV-0030,TYP-005,2026/03/20 12:29:19 PM,ORD-019026,391,FAB-B,,SYS-GAMMA,23,7,13,15,4,6,9,2,5,4,1,2,2,11,683
DEV-0048,TYP-020,2026/03/23 03:50:12 AM,ORD-019027,556,FAB-B,AREA-3,SYS-BETA,8,5,21,15,3,14,11,1,4,1,1,3,3,11,668
DEV-0122,EQP-028,2026/03/13 05:54:39 AM,ORD-019028,832,FAB-B,AREA-3,SYS-BETA,11,6,21,13,3,14,9,2,3,3,1,4,1,20,1211
DEV-0169,MDL-038,2026/03/28 04:07:00 AM,ORD-019029,1422,FAB-C,AREA-1,SYS-ALPHA,10,3,15,6,1,6,3,1,6,1,1,3,2,17,1030
DEV-0086,TYP-040,2026/03/29 09:26:35 PM,ORD-019030,198,FAB-C,AREA-1,SYS-ALPHA,1,5,15,12,3,10,10,1,3,1,1,2,1,4,241
DEV-0156,SER-006,2026/03/10 03:21:52 AM,ORD-019031,45,FAB-A,AREA-2,SYS-ALPHA,11,5,17,9,1,5,2,2,6,5,2,6,2,1,71
DEV-0117,SER-018,2026/03/19 12:04:01 AM,ORD-019032,2221,FAB-A,AREA-3,SYS-BETA,4,7,21,13,4,11,5,2,5,5,1,5,3,64,3844
DEV-0175,TYP-048,2026/03/30 01:20:22 PM,ORD-019033,41,FAB-C,AREA-1,SYS-BETA,16,4,19,10,2,13,8,1,2,1,1,4,1,1,76
DEV-0188,EQP-028,2026/03/06 10:26:25 AM,ORD-019034,111,FAB-C,AREA-3,SYS-ALPHA,15,5,17,18,2,5,10,2,7,5,1,5,3,2,135
DEV-0073,TYP-013,2026/03/21 02:03:39 AM,ORD-019035,54,FAB-B,AREA-2,SYS-ALPHA,105,6,15,13,4,7,5,2,4,5,1,4,3,1,92
DEV-0064,SER-029,2026/03/26 08:55:32 AM,ORD-019036,28,FAB-A,,SYS-ALPHA,1,5,20,15,1,12,9,2,3,2,2,5,4,1,61
DEV-0009,SER-047,2026/03/04 09:59:31 PM,ORD-019037,14,FAB-B,AREA-1,SYS-BETA,6,6,23,16,3,12,9,2,6,4,1,5,3,1,66
DEV-0191,EQP-028,2026/03/26 05:00:22 AM,ORD-019038,12,FAB-B,,SYS-GAMMA,10,4,13,9,2,5,4,1,4,4,1,4,1,1,70
DEV-0176,SER-015,2026/03/18 05:11:16 AM,ORD-019039,237,FAB-C,AREA-1,SYS-GAMMA,2,8,21,20,4,13,12,2,4,4,2,4,4,7,422
DEV-0055,SER-033,2026/03/31 01:48:25 AM,ORD-019040,25,FAB-A,AREA-3,SYS-GAMMA,5,3,24,10,1,15,7,1,5,2,1,4,1,1,65
DEV-0035,TYP-011,2026/03/19 03:01:42 AM,ORD-019041,26,FAB-B,AREA-1,SYS-GAMMA,36,24,38,34,22,31,29,1,3,3,1,4,2,2,156
DEV-0103,MDL-003,2026/03/11 05:57:32 AM,ORD-019042,13,FAB-B,AREA-2,SYS-BETA,9,5,14,10,2,4,7,2,6,2,1,4,1,1,69
DEV-0167,SER-044,2026/03/09 01:39:13 PM,ORD-019043,59,FAB-B,AREA-2,SYS-BETA,6,4,10,8,1,4,2,2,3,5,1,3,1,1,66
DEV-0158,TYP-014,2026/03/12 10:23:56 PM,ORD-019044,238,FAB-A,,SYS-BETA,1,4,24,9,1,13,3,1,5,2,2,6,4,3,181
DEV-0136,SER-029,2026/03/30 03:10:44 AM,ORD-019045,761,FAB-B,AREA-2,SYS-GAMMA,98,6,27,8,2,17,3,3,6,4,1,4,1,19,1238
DEV-0088,,2026/03/10 01:28:34 PM,ORD-019046,8,FAB-B,AREA-1,SYS-ALPHA,1,6,24,16,3,17,10,2,5,4,1,2,2,1,61
DEV-0052,SER-015,2026/03/14 03:40:46 AM,ORD-019047,71,FAB-A,AREA-1,SYS-GAMMA,22,4,25,8,1,16,3,2,4,3,1,5,2,1,82
DEV-0068,,2026/03/30 12:15:37 AM,ORD-019048,30,FAB-A,AREA-2,SYS-BETA,20,6,24,15,4,19,10,1,2,4,1,3,1,1,80
DEV-0173,MDL-022,2026/03/10 08:44:17 AM,ORD-019049,35,FAB-B,AREA-3,SYS-BETA,32,4,10,11,2,5,8,1,2,2,1,3,1,1,92
DEV-0086,TYP-040,2026/03/26 05:48:23 PM,ORD-019050,37,FAB-C,AREA-1,SYS-ALPHA,1,4,23,13,2,14,9,1,6,2,1,3,2,1,61
DEV-0068,,2026/03/12 10:15:05 PM,ORD-019051,9,FAB-A,AREA-2,SYS-BETA,151,5,10,12,1,4,6,2,3,4,2,3,2,1,79
DEV-0073,TYP-013,2026/03/29 01:23:02 PM,ORD-019052,197,FAB-B,AREA-2,SYS-ALPHA,68,4,23,13,1,16,5,1,2,4,2,5,4,3,248
DEV-0030,TYP-005,2026/03/30 09:17:36 PM,ORD-019053,32,FAB-B,,SYS-GAMMA,1,6,21,9,3,15,5,2,4,2,1,2,2,1,61
DEV-0073,TYP-013,2026/03/23 02:57:36 AM,ORD-019054,138,FAB-B,AREA-2,SYS-ALPHA,11,4,21,9,1,11,3,2,6,5,1,4,1,2,131
DEV-0171,TYP-012,2026/03/30 07:43:11 PM,ORD-019055,965,FAB-A,AREA-3,SYS-BETA,20,7,21,14,5,13,10,1,5,2,1,3,2,28,1700
DEV-0153,MDL-032,2026/03/26 01:52:09 AM,ORD-019056,261,FAB-C,AREA-2,SYS-BETA,2,8,20,18,5,11,13,2,5,2,1,4,3,8,482
DEV-0048,TYP-020,2026/03/10 07:29:27 AM,ORD-019057,412,FAB-B,AREA-3,SYS-BETA,17,4,13,16,2,6,9,1,2,4,1,5,3,6,377
DEV-0133,TYP-048,2026/03/13 01:13:02 PM,ORD-019058,44,FAB-A,AREA-3,SYS-BETA,6,6,15,11,2,6,6,2,5,2,2,4,3,1,66
DEV-0020,EQP-021,2026/03/05 10:11:42 AM,ORD-019059,36,FAB-A,AREA-2,SYS-ALPHA,9,5,23,9,3,15,5,1,3,2,1,5,2,1,69
DEV-0178,,2026/03/20 03:19:06 AM,ORD-019060,79,FAB-A,AREA-2,SYS-ALPHA,33,6,22,13,3,14,7,2,3,3,1,5,3,1,93
DEV-0174,SER-017,2026/03/02 12:33:06 AM,ORD-019061,1824,FAB-A,,SYS-ALPHA,4,6,23,14,3,13,9,2,6,4,1,4,1,45,2704
DEV-0133,TYP-048,2026/03/16 04:27:47 AM,ORD-019062,11,FAB-A,AREA-3,SYS-BETA,29,5,25,15,3,17,9,1,5,3,1,3,3,1,89
DEV-0054,,2026/03/19 01:33:40 PM,ORD-019063,783,FAB-A,AREA-3,SYS-ALPHA,2,5,26,8,2,16,3,1,4,3,2,6,2,16,962
DEV-0082,TYP-014,2026/03/28 12:49:03 PM,ORD-019064,980,FAB-C,AREA-3,SYS-ALPHA,1,3,23,13,1,16,9,1,4,1,1,3,3,12,721
DEV-0093,MDL-007,2026/03/27 02:34:33 PM,ORD-019065,23,FAB-A,AREA-3,SYS-ALPHA,51,4,24,14,1,16,8,2,4,4,1,4,2,1,111
DEV-0168,,2026/03/02 10:12:19 PM,ORD-019066,17,FAB-A,AREA-1,SYS-BETA,8,4,19,14,2,8,9,1,6,2,1,5,3,1,68
DEV-0109,,2026/03/29 02:23:12 AM,ORD-019067,33,FAB-A,,SYS-ALPHA,1,5,25,15,3,16,8,1,4,4,1,5,3,1,61
DEV-0132,EQP-027,2026/03/28 02:19:23 PM,ORD-019068,115,FAB-C,,SYS-GAMMA,8,4,13,15,1,5,8,2,5,5,1,3,2,1,68
DEV-0143,,2026/03/27 12:27:38 PM,ORD-019069,108,FAB-C,AREA-2,SYS-GAMMA,1,7,30,12,4,18,6,1,6,3,2,6,3,3,181
DEV-0065,SER-018,2026/03/15 07:26:46 AM,ORD-019070,1728,FAB-B,AREA-2,SYS-ALPHA,3,6,24,8,3,18,5,2,3,2,1,3,1,43,2583
DEV-0187,,2026/03/14 10:28:26 PM,ORD-019071,13,FAB-A,AREA-3,SYS-GAMMA,5,5,22,12,3,15,5,1,3,4,1,4,3,1,65
DEV-0114,TYP-013,2026/03/18 10:57:56 PM,ORD-019072,99,FAB-B,AREA-3,SYS-BETA,13,6,21,13,3,12,6,2,5,4,1,4,3,2,133
DEV-0146,EQP-050,2026/03/20 01:11:05 AM,ORD-019073,5,FAB-B,AREA-2,SYS-ALPHA,3,6,15,13,3,6,6,2,5,5,1,4,2,1,63
DEV-0080,MDL-039,2026/03/24 04:16:25 AM,ORD-019074,75,FAB-A,AREA-1,SYS-BETA,47,4,23,14,1,11,7,2,7,5,1,5,2,1,107
DEV-0116,EQP-043,2026/03/10 01:26:49 AM,ORD-019075,45,FAB-A,,SYS-BETA,50,4,17,16,2,12,10,1,2,3,1,3,3,1,110
DEV-0023,TYP-042,2026/03/13 08:16:10 PM,ORD-019076,539,FAB-B,,SYS-GAMMA,115,8,23,16,4,12,7,3,5,6,2,6,3,17,1355
DEV-0158,TYP-014,2026/03/19 03:42:40 AM,ORD-019077,675,FAB-A,,SYS-BETA,9,6,15,14,384,1151,8,2,6,4,1,2,2,16,2113
DEV-0066,SER-029,2026/03/26 06:03:34 PM,ORD-019078,215,FAB-C,AREA-1,SYS-ALPHA,33,4,18,12,2,9,6,1,4,4,1,5,2,3,213
DEV-0050,MDL-016,2026/03/05 02:42:27 PM,ORD-019079,1914,FAB-A,AREA-1,SYS-BETA,7,6,12,11,3,5,7,2,5,3,1,2,1,47,2827
DEV-0176,SER-015,2026/03/16 08:16:05 PM,ORD-019080,235,FAB-C,AREA-1,SYS-GAMMA,7,5,19,9,3,12,6,1,4,2,1,3,1,4,247
DEV-0182,TYP-020,2026/03/23 08:10:42 PM,ORD-019081,326,FAB-A,AREA-1,SYS-BETA,17,6,17,15,3,11,10,2,4,3,1,2,2,8,497
DEV-0178,,2026/03/28 02:11:47 PM,ORD-019082,325,FAB-A,AREA-2,SYS-ALPHA,33,4,17,7,2,10,3,1,2,1,1,5,3,5,333
DEV-0163,TYP-020,2026/03/05 09:05:22 PM,ORD-019083,33,FAB-B,,SYS-GAMMA,31,13,21,17,10,15,12,2,3,2,1,3,3,1,91
DEV-0169,MDL-038,2026/03/23 11:27:37 AM,ORD-019084,435,FAB-C,AREA-1,SYS-ALPHA,13,5,18,12,2,12,4,2,4,5,1,2,3,9,553
DEV-0005,EQP-049,2026/03/05 10:04:10 PM,ORD-019085,6,FAB-A,,SYS-BETA,4,3,22,9,1,15,7,1,2,1,1,5,1,1,64
DEV-0140,,2026/03/23 05:56:27 AM,ORD-019086,698,FAB-A,AREA-2,SYS-ALPHA,26,6,19,9,4,10,6,1,6,1,1,3,2,17,1046
DEV-0028,EQP-049,2026/03/20 12:02:32 PM,ORD-019087,269,FAB-A,AREA-1,SYS-ALPHA,33,14,31,21,11,23,16,2,6,2,1,2,3,15,933
DEV-0144,SER-045,2026/03/07 06:45:38 PM,ORD-019088,26,FAB-B,,SYS-BETA,32,5,17,15,2,8,10,2,7,4,1,2,1,1,92
DEV-0046,EQP-034,2026/03/10 06:38:23 AM,ORD-019089,810,FAB-C,,SYS-ALPHA,16,5,11,6,2,4,3,2,3,2,1,4,1,16,976
DEV-0047,,2026/03/13 02:01:00 PM,ORD-019090,634,FAB-C,AREA-2,SYS-GAMMA,12,3,18,10,1,7,6,1,6,3,1,5,1,7,432
DEV-0128,EQP-021,2026/03/08 08:16:31 PM,ORD-019091,1733,FAB-C,AREA-1,SYS-GAMMA,19,3,19,4,1,14,2,1,2,1,1,3,1,21,1279
DEV-0189,SER-033,2026/03/02 08:43:19 AM,ORD-019092,283,FAB-C,AREA-3,SYS-ALPHA,5,16,31,27,13,23,20,1,2,3,2,6,4,18,1085
DEV-0045,MDL-031,2026/03/19 02:17:30 AM,ORD-019093,353,FAB-C,AREA-2,SYS-BETA,9,7,23,15,5,16,11,1,4,1,1,3,3,10,609
DEV-0105,,2026/03/08 01:51:40 PM,ORD-019094,57,FAB-A,AREA-3,SYS-ALPHA,40,5,13,14,3,5,7,1,6,4,1,2,3,1,100
DEV-0103,MDL-003,2026/03/22 09:40:31 PM,ORD-019095,8,FAB-B,AREA-2,SYS-BETA,15,8,26,16,5,19,13,2,5,2,1,2,1,1,75
DEV-0046,EQP-034,2026/03/26 02:54:33 AM,ORD-019096,1959,FAB-C,,SYS-ALPHA,22,5,25,8,2,17,3,1,5,3,2,3,2,40,2422
DEV-0002,TYP-014,2026/03/30 08:22:59 PM,ORD-019097,787,FAB-A,AREA-1,SYS-GAMMA,11,4,18,11,2,11,6,1,3,2,1,4,3,13,791
DEV-0160,TYP-004,2026/03/29 02:50:55 PM,ORD-019098,292,FAB-A,,SYS-BETA,20,5,25,13,2,15,9,2,5,3,1,5,1,6,380
DEV-0011,TYP-040,2026/03/04 08:36:19 PM,ORD-019099,1982,FAB-B,AREA-2,SYS-GAMMA,16,4,22,13,1,16,9,1,2,1,2,4,3,33,1996
DEV-0024,SER-030,2026/03/16 01:15:20 AM,ORD-019100,489,FAB-A,AREA-3,SYS-ALPHA,5,6,21,16,4,16,10,1,2,4,1,3,2,12,725
DEV-0117,SER-018,2026/03/07 03:46:46 AM,ORD-019101,42,FAB-A,AREA-3,SYS-BETA,14,5,11,9,3,5,4,1,3,4,1,3,1,1,74
DEV-0104,TYP-009,2026/03/30 04:40:34 PM,ORD-019102,1798,FAB-A,AREA-3,SYS-BETA,7,4,23,15,2,17,8,1,3,4,1,3,3,29,1747
DEV-0011,TYP-040,2026/03/12 05:02:13 AM,ORD-019103,74,FAB-B,AREA-2,SYS-GAMMA,4,4,24,12,2,15,8,1,5,2,1,4,2,1,64
DEV-0150,TYP-040,2026/03/30 12:34:51 AM,ORD-019104,26,FAB-C,,SYS-GAMMA,4,6,22,10,3,14,5,2,4,4,1,4,1,1,64
DEV-0162,SER-025,2026/03/26 09:02:53 PM,ORD-019105,975,FAB-B,AREA-1,SYS-BETA,251,6,16,13,6,6,7,1,6,3,1,4,3,24,1883
DEV-0133,TYP-048,2026/03/11 05:57:39 AM,ORD-019106,27,FAB-A,AREA-3,SYS-BETA,4,4,18,14,1,8,9,2,7,3,1,3,2,1,64
DEV-0120,MDL-008,2026/03/09 04:58:12 AM,ORD-019107,719,FAB-B,AREA-2,SYS-GAMMA,1,6,16,18,3,6,10,2,7,5,1,3,3,17,1021
DEV-0166,SER-002,2026/03/17 02:18:30 AM,ORD-019108,13,FAB-B,AREA-3,SYS-GAMMA,4,5,9,8,2,4,4,2,3,2,1,2,2,1,64
DEV-0130,EQP-027,2026/03/25 09:17:07 PM,ORD-019109,265,FAB-B,,SYS-GAMMA,1,4,11,11,2,4,7,1,3,3,1,4,1,4,241
